Time,DayOfWeek,Motion,Acceleration,Temperature
14:43:50.324,1,active,active,69
10:27:7.681,0,inactive,active,62
03:48:19.251,6,inactive,inactive,62
18:28:16.038,4,inactive,inactive,72
06:19:6.988,5,inactive,inactive,61
09:49:15.743,2,inactive,inactive,61
10:49:27.132,4,inactive,inactive,71
15:20:16.2,2,inactive,active,70
11:00:38.452,0,inactive,inactive,65
12:27:55.883,3,inactive,inactive,65
15:41:26.127,0,active,inactive,61
01:22:43.274,5,inactive,active,64
07:20:10.599,6,inactive,inactive,62
00:25:58.637,6,inactive,inactive,72
09:12:51.776,1,inactive,inactive,69
14:48:0.957,3,inactive,inactive,66
09:55:44.889,0,inactive,inactive,69
16:30:10.776,1,inactive,active,63
13:41:38.051,2,active,inactive,65
11:59:19.566,2,inactive,inactive,67
11:05:58.363,2,active,inactive,68
14:57:40.193,0,active,active,70
12:24:0.832,2,inactive,inactive,65
05:20:23.973,6,inactive,active,66
17:00:59.851,3,inactive,inactive,62
09:32:28.015,4,inactive,active,61
13:45:34.121,2,inactive,inactive,60
12:37:13.326,2,active,inactive,60
14:28:16.868,2,inactive,inactive,65
14:27:49.275,0,active,active,61
14:50:48.015,3,active,inactive,62
16:22:21.736,1,inactive,inactive,61
13:30:9.747,1,inactive,inactive,74
01:40:59.718,6,inactive,inactive,60
11:50:46.929,3,active,inactive,71
04:19:44.539,5,inactive,inactive,74
09:13:25.315,0,inactive,active,70
22:09:20.696,4,inactive,active,73
10:42:39.902,2,inactive,inactive,72
14:04:49.513,0,inactive,inactive,65
14:57:12.541,4,inactive,inactive,70
22:44:9.009,1,active,inactive,72
05:41:18.279,6,inactive,inactive,71
16:37:3.425,2,inactive,inactive,61
16:15:57.01,1,active,active,73
13:04:35.391,1,inactive,inactive,68
14:37:32.458,1,inactive,active,68
10:49:57.567,4,inactive,inactive,60
08:32:14.994,2,inactive,inactive,69
10:14:13.893,2,active,inactive,67
15:20:1.774,0,inactive,inactive,72
10:30:40.576,4,inactive,inactive,66
12:22:33.251,2,inactive,inactive,70
13:58:1.019,2,active,active,61
14:19:57.188,4,active,inactive,73
13:55:35.647,0,inactive,inactive,70
21:51:57.408,3,inactive,inactive,71
03:58:13.271,6,inactive,active,67
09:30:45.105,1,inactive,inactive,64
09:37:3.057,1,active,inactive,72
13:55:57.569,2,inactive,inactive,64
15:09:53.895,2,inactive,inactive,65
03:54:27.14,2,active,inactive,74
03:36:21.262,6,inactive,inactive,62
15:58:2.08,4,inactive,inactive,66
15:11:22.921,1,inactive,inactive,73
18:30:12.728,2,active,inactive,72
09:08:40.449,1,inactive,inactive,71
19:28:57.916,1,inactive,inactive,70
13:18:56.215,2,active,active,72
11:36:40.46,2,active,inactive,63
14:15:0.09,1,inactive,active,71
15:09:43.729,1,inactive,inactive,66
10:06:48.141,3,active,inactive,72
12:26:6.604,4,inactive,active,66
11:54:43.278,1,inactive,inactive,73
10:22:56.39,2,inactive,inactive,69
11:17:29.293,3,inactive,inactive,69
19:13:3.081,1,active,inactive,73
00:48:30.67,5,active,inactive,70
15:31:19.146,1,inactive,inactive,67
16:56:39.792,4,active,inactive,70
12:45:50.974,2,inactive,active,74
14:34:6.739,2,inactive,inactive,70
09:25:23.34,1,inactive,inactive,72
14:50:4.074,2,inactive,inactive,63
15:46:34.5,3,inactive,inactive,64
10:40:27.409,4,active,inactive,61
12:28:15.852,2,inactive,inactive,70
11:24:3.386,2,inactive,active,73
16:41:32.133,3,inactive,active,66
00:54:40.283,0,inactive,inactive,73
12:30:0.91,1,active,inactive,74
13:17:51.652,3,inactive,active,61
10:22:40.191,1,inactive,active,67
09:48:0.511,0,inactive,active,70
10:09:16.724,0,active,inactive,72
13:16:20.672,2,inactive,active,66
13:52:1.007,4,active,inactive,72
11:05:24.83,0,inactive,inactive,61
14:14:44.958,1,inactive,inactive,64
06:01:34.744,6,inactive,active,70
10:20:57.637,0,inactive,inactive,61
15:18:52.406,0,inactive,inactive,70
14:25:24.647,2,inactive,inactive,73
04:53:38.376,6,inactive,active,73
15:38:45.018,0,inactive,inactive,70
13:57:57.68,6,inactive,inactive,60
10:24:24.357,3,inactive,inactive,68
16:44:49.704,3,inactive,active,60
11:27:45.071,3,inactive,inactive,60
16:32:50.599,2,inactive,active,74
13:38:47.023,3,inactive,inactive,74
13:22:51.174,2,inactive,inactive,62
14:59:36.505,1,active,inactive,63
14:49:21.823,2,active,inactive,65
09:04:10.454,2,inactive,inactive,62
01:56:56.872,6,inactive,inactive,63
14:30:28.625,2,inactive,active,68
14:11:52.313,3,inactive,inactive,66
14:22:55.15,1,active,inactive,71
09:43:29.405,1,inactive,inactive,63
06:30:8.174,4,inactive,inactive,66
10:12:39.973,2,inactive,active,64
13:12:52.252,2,inactive,inactive,73
16:31:7.752,4,inactive,inactive,68
10:36:30.665,1,inactive,inactive,68
10:44:59.791,0,inactive,inactive,71
12:52:15.923,2,inactive,inactive,62
15:48:55.173,2,inactive,inactive,71
14:49:10.019,0,inactive,inactive,62
02:55:14.822,1,inactive,inactive,68
16:06:38.492,0,inactive,inactive,71
10:51:13.674,0,inactive,inactive,72
15:23:6.453,0,inactive,inactive,69
16:12:43.817,3,inactive,inactive,63
13:42:31.609,0,inactive,active,73
10:13:32.407,1,active,inactive,63
10:39:18.81,4,inactive,inactive,63
12:33:49.419,2,inactive,inactive,60
11:30:3.479,4,inactive,inactive,67
12:57:19.855,1,inactive,inactive,66
15:40:57.734,2,inactive,inactive,71
11:41:46.118,2,inactive,inactive,64
03:41:35.841,5,inactive,inactive,66
14:28:50.986,0,inactive,inactive,65
14:59:4.91,1,inactive,inactive,65
13:59:17.915,0,inactive,inactive,72
11:23:25.004,4,active,inactive,66
16:28:23.591,1,active,inactive,74
16:56:27.19,3,inactive,active,65
12:26:56.851,4,inactive,inactive,64
12:30:17.531,1,inactive,inactive,68
16:41:39.699,1,inactive,active,63
15:37:13.607,1,active,inactive,71
11:16:33.33,4,inactive,inactive,73
11:47:42.612,1,active,active,64
00:00:55.328,6,inactive,active,69
15:44:2.459,0,inactive,inactive,66
16:28:7.891,3,inactive,inactive,65
02:28:6.917,2,inactive,inactive,61
20:31:51.954,3,inactive,inactive,60
07:27:3.608,5,inactive,active,68
15:00:27.675,4,inactive,active,62
12:14:55.345,0,active,inactive,74
10:29:3.499,0,inactive,inactive,72
00:45:54.716,6,active,inactive,64
14:16:34.887,3,inactive,inactive,72
16:55:18.898,3,inactive,inactive,74
10:41:24.588,0,inactive,inactive,65
16:52:57.824,0,active,inactive,63
09:15:50.29,4,inactive,inactive,65
11:47:4.011,4,active,inactive,71
10:35:41.245,2,inactive,inactive,60
15:48:21.425,1,active,inactive,63
14:35:36.807,1,inactive,inactive,73
13:21:3.969,0,inactive,inactive,63
14:41:56.156,4,inactive,inactive,73
11:34:56.337,0,inactive,inactive,73
15:03:39.485,0,active,active,66
09:26:10.922,1,active,inactive,72
10:18:28.016,2,inactive,active,72
16:26:25.019,3,active,inactive,65
11:45:59.735,0,inactive,active,66
10:10:45.582,3,active,inactive,70
13:05:12.0,0,inactive,active,70
10:51:30.948,1,inactive,inactive,66
10:21:25.66,4,active,active,69
12:45:11.849,0,active,active,67
13:14:26.382,3,active,inactive,66
14:14:38.646,3,inactive,inactive,74
16:46:35.012,1,inactive,inactive,72
12:58:46.914,1,inactive,inactive,63
12:51:58.951,1,inactive,active,61
11:08:49.145,3,inactive,inactive,65
12:19:46.873,0,inactive,inactive,69
09:22:5.401,0,inactive,active,67
11:07:37.291,1,inactive,inactive,67
15:29:27.149,3,inactive,inactive,63
16:38:51.655,0,inactive,active,69
14:39:58.675,1,inactive,inactive,73
23:30:56.905,1,inactive,inactive,66
10:07:1.343,2,inactive,inactive,70
13:58:36.324,0,inactive,inactive,62
15:11:21.904,1,inactive,inactive,68
11:37:40.761,2,inactive,inactive,65
10:58:15.769,1,inactive,inactive,67
15:02:17.112,1,active,active,61
12:46:33.748,3,inactive,inactive,64
14:13:11.564,1,active,inactive,74
10:29:40.185,2,inactive,inactive,62
11:12:54.029,3,active,inactive,72
11:02:28.432,4,inactive,inactive,73
14:10:49.332,4,inactive,inactive,61
15:25:11.068,3,inactive,inactive,62
11:49:26.786,2,inactive,inactive,68
09:58:13.459,1,active,inactive,72
09:16:53.391,2,active,inactive,67
11:04:21.169,4,inactive,inactive,62
18:20:39.0,0,inactive,inactive,68
07:34:54.89,6,inactive,inactive,73
15:51:37.227,3,inactive,inactive,71
10:01:47.035,2,inactive,inactive,71
12:57:19.882,2,inactive,inactive,70
14:16:3.609,0,active,inactive,63
10:28:6.083,2,inactive,inactive,68
07:15:23.868,0,active,inactive,67
11:57:59.467,1,active,inactive,60
11:31:30.855,1,inactive,inactive,72
12:09:7.94,1,active,inactive,65
14:36:16.177,3,inactive,inactive,68
10:24:19.855,4,inactive,inactive,64
16:02:48.94,2,inactive,inactive,69
15:26:45.84,4,inactive,inactive,67
14:08:26.898,3,inactive,active,74
15:26:23.403,0,inactive,active,65
06:01:6.483,5,active,inactive,74
13:38:44.227,1,active,inactive,69
12:55:16.129,3,active,active,64
16:31:9.06,3,active,inactive,70
13:03:56.464,3,inactive,inactive,62
12:29:10.961,0,inactive,inactive,63
12:34:27.668,2,inactive,inactive,62
15:52:46.918,2,inactive,inactive,61
09:01:50.809,3,inactive,inactive,67
12:32:27.534,1,inactive,inactive,73
11:39:52.745,4,inactive,inactive,68
09:31:47.833,0,active,inactive,67
10:26:32.686,0,inactive,active,62
16:32:31.13,3,active,inactive,66
11:07:13.338,2,inactive,inactive,69
16:39:12.752,1,inactive,inactive,69
10:17:24.292,2,inactive,inactive,73
11:34:43.883,1,inactive,inactive,63
09:40:40.534,1,active,inactive,67
12:29:41.616,2,inactive,inactive,67
12:27:10.947,2,inactive,inactive,61
14:53:37.937,3,active,inactive,65
11:42:29.461,2,inactive,inactive,67
14:59:21.971,1,inactive,inactive,71
16:48:43.336,1,inactive,inactive,62
12:02:56.957,1,inactive,active,72
15:08:2.299,0,inactive,inactive,64
00:45:32.413,6,inactive,active,74
12:01:54.988,1,active,active,72
15:16:3.045,3,inactive,inactive,61
07:26:47.118,6,inactive,inactive,67
14:04:26.628,1,inactive,inactive,68
15:41:49.772,3,inactive,inactive,67
13:25:40.533,0,inactive,inactive,73
16:27:43.802,3,inactive,inactive,70
16:35:57.465,2,active,inactive,71
06:03:35.526,6,inactive,inactive,62
15:45:36.72,1,inactive,inactive,68
09:28:36.74,3,inactive,inactive,67
11:46:5.59,0,inactive,inactive,62
15:52:3.563,3,active,active,71
11:43:1.874,0,active,inactive,72
13:10:5.001,3,inactive,inactive,67
11:52:48.573,1,inactive,active,60
15:35:39.374,1,inactive,inactive,60
15:27:14.957,0,inactive,inactive,62
11:49:36.362,2,inactive,inactive,70
10:37:54.416,2,inactive,inactive,67
10:39:15.344,2,inactive,inactive,69
16:04:30.278,3,active,inactive,63
11:14:3.54,1,inactive,inactive,63
10:26:30.14,0,inactive,inactive,64
15:58:32.114,4,inactive,inactive,62
10:38:46.559,3,inactive,active,71
00:31:55.991,6,inactive,inactive,66
19:42:57.485,3,inactive,inactive,74
11:23:58.116,4,active,inactive,66
11:20:26.983,2,inactive,inactive,61
01:17:15.982,4,inactive,inactive,63
06:15:38.246,6,inactive,inactive,63
16:48:14.122,2,active,inactive,71
20:02:14.223,0,inactive,inactive,63
09:01:53.701,2,active,inactive,62
16:23:11.595,1,inactive,inactive,65
05:13:40.35,6,active,active,61
13:32:57.252,0,inactive,inactive,60
14:31:18.0,2,inactive,active,74
11:48:18.138,4,inactive,inactive,73
13:25:9.586,2,active,active,71
14:43:57.15,1,inactive,inactive,64
00:40:33.062,5,inactive,inactive,61
13:41:32.738,0,inactive,inactive,72
16:48:41.061,3,inactive,inactive,65
09:43:32.695,2,active,active,67
10:53:17.168,2,inactive,inactive,62
14:05:37.058,0,inactive,inactive,69
14:28:7.893,1,inactive,inactive,65
10:46:46.787,2,inactive,active,69
14:47:5.39,1,inactive,active,71
13:11:21.963,1,inactive,inactive,73
14:23:28.522,0,inactive,active,70
14:22:23.641,0,inactive,inactive,67
12:19:50.859,4,inactive,inactive,67
14:37:33.986,2,active,inactive,62
20:41:14.926,1,inactive,inactive,74
15:30:57.795,3,inactive,inactive,67
12:51:46.339,2,active,inactive,60
10:59:6.009,0,inactive,inactive,67
04:51:2.462,5,inactive,active,65
07:41:3.529,5,inactive,inactive,66
10:56:32.716,4,inactive,inactive,74
11:25:21.514,1,inactive,inactive,66
16:44:51.387,0,inactive,inactive,69
09:18:58.044,2,inactive,inactive,61
13:28:4.595,2,inactive,inactive,64
23:47:14.555,1,inactive,inactive,65
09:35:48.844,1,inactive,inactive,72
12:57:45.274,4,inactive,inactive,70
11:21:47.882,0,inactive,inactive,73
18:11:4.869,5,inactive,inactive,67
11:56:6.477,0,inactive,inactive,74
14:32:50.217,0,inactive,inactive,63
03:07:30.021,4,inactive,inactive,65
00:46:2.818,6,inactive,inactive,65
16:49:49.364,3,inactive,inactive,72
15:37:39.823,1,inactive,inactive,64
11:01:51.177,2,inactive,inactive,65
10:40:16.519,2,inactive,inactive,70
12:22:53.03,2,inactive,active,74
13:11:16.012,2,active,inactive,67
16:25:4.485,1,inactive,inactive,70
11:13:45.123,4,inactive,inactive,67
13:48:52.947,2,inactive,inactive,61
13:21:33.563,4,inactive,inactive,74
13:03:3.155,3,inactive,inactive,69
14:15:9.827,4,active,inactive,62
09:44:31.333,4,inactive,inactive,71
18:27:16.979,2,inactive,active,68
18:17:56.245,1,inactive,inactive,61
04:52:58.74,2,inactive,inactive,60
13:22:3.681,2,inactive,inactive,66
13:33:52.886,3,inactive,inactive,72
03:03:15.424,0,inactive,inactive,73
13:42:48.133,4,inactive,active,60
16:46:31.673,3,inactive,inactive,64
12:03:14.99,4,inactive,inactive,60
15:09:54.765,0,inactive,inactive,72
09:33:12.486,3,inactive,inactive,62
11:48:24.676,4,inactive,inactive,61
15:13:16.058,4,inactive,active,64
06:16:0.573,0,inactive,inactive,60
12:22:43.719,2,inactive,inactive,69
06:01:5.565,1,inactive,active,69
16:15:19.289,0,inactive,inactive,66
09:31:34.082,1,inactive,active,62
12:59:5.717,0,inactive,inactive,63
09:07:45.286,3,inactive,inactive,72
09:10:15.295,1,inactive,active,61
10:50:10.482,3,inactive,active,74
16:04:1.864,2,inactive,active,65
22:21:13.369,4,active,active,73
20:30:21.997,3,active,inactive,65
16:33:14.469,3,inactive,inactive,60
12:17:53.445,4,inactive,inactive,62
12:20:14.926,0,inactive,inactive,69
00:48:32.231,5,inactive,inactive,62
12:17:18.95,3,inactive,inactive,68
16:41:55.959,2,inactive,active,67
13:42:9.21,2,inactive,inactive,68
12:15:6.834,1,inactive,inactive,73
11:25:45.605,3,inactive,inactive,69
21:55:27.84,4,inactive,active,74
03:35:4.559,5,inactive,inactive,64
14:40:50.337,1,active,inactive,73
15:37:16.701,3,inactive,inactive,74
12:45:25.163,3,inactive,inactive,74
01:40:9.147,6,inactive,inactive,66
11:53:13.294,3,inactive,inactive,62
11:10:54.007,2,inactive,inactive,65
12:44:51.878,2,inactive,active,74
08:57:15.638,6,inactive,inactive,71
00:48:20.1,4,inactive,inactive,64
07:45:34.403,6,inactive,inactive,66
13:02:42.526,2,inactive,inactive,74
20:58:6.304,4,inactive,inactive,69
06:59:18.274,6,inactive,inactive,73
17:42:17.841,4,inactive,inactive,68
11:46:42.131,0,inactive,inactive,74
09:41:22.546,4,inactive,inactive,63
12:56:0.746,3,inactive,inactive,69
14:54:38.892,2,inactive,inactive,64
13:19:4.005,4,inactive,inactive,70
14:01:37.935,3,inactive,inactive,70
14:25:23.409,4,inactive,inactive,66
09:45:9.853,3,inactive,inactive,62
10:39:25.247,1,inactive,inactive,60
11:53:32.071,1,inactive,inactive,60
08:59:51.551,3,inactive,active,60
14:44:34.724,1,inactive,active,63
05:08:1.224,5,inactive,inactive,66
11:14:1.198,1,inactive,active,64
09:44:55.724,0,inactive,inactive,74
13:26:1.263,0,inactive,inactive,73
14:07:20.685,1,inactive,inactive,69
14:13:28.095,1,inactive,inactive,66
13:48:8.122,1,inactive,inactive,67
15:54:3.776,3,active,active,71
10:14:51.755,1,active,inactive,73
12:34:44.425,1,inactive,inactive,63
14:56:2.862,3,active,inactive,67
14:06:17.193,4,active,active,71
09:20:5.499,3,inactive,inactive,65
12:38:30.156,4,active,inactive,73
13:48:51.304,2,inactive,inactive,65
10:00:29.337,2,inactive,active,61
10:53:38.798,3,inactive,inactive,72
10:27:46.335,0,inactive,inactive,60
13:27:46.358,3,active,active,60
13:17:50.354,3,active,inactive,73
12:19:19.908,1,inactive,active,65
07:16:51.784,0,inactive,inactive,71
09:22:41.568,3,active,inactive,74
16:36:32.986,4,active,inactive,61
14:53:29.972,1,inactive,inactive,64
13:10:16.465,2,inactive,inactive,68
23:25:46.42,2,inactive,inactive,74
12:21:12.038,2,inactive,active,61
00:25:49.416,6,inactive,inactive,72
12:49:7.059,0,inactive,inactive,62
07:54:41.089,6,inactive,inactive,63
14:30:17.431,3,inactive,inactive,62
15:54:15.823,2,inactive,inactive,71
10:20:9.445,1,active,inactive,70
14:21:26.453,4,inactive,inactive,70
11:37:49.54,3,inactive,inactive,72
12:55:33.369,3,inactive,active,66
14:10:1.452,0,active,inactive,68
05:32:6.332,5,inactive,inactive,62
10:45:42.551,2,inactive,inactive,62
16:46:57.626,4,inactive,inactive,66
19:52:39.121,1,inactive,active,71
10:37:4.639,4,inactive,inactive,71
08:31:40.13,0,inactive,inactive,68
13:17:48.159,3,inactive,active,73
15:44:38.557,1,inactive,inactive,68
14:17:10.849,4,inactive,active,60
14:39:55.236,1,inactive,inactive,72
11:09:41.042,0,inactive,inactive,69
17:21:39.446,3,inactive,inactive,65
12:29:52.775,1,inactive,active,67
16:19:48.989,0,active,inactive,69
16:33:41.141,3,active,inactive,60
11:17:7.382,4,inactive,active,74
03:29:42.979,6,inactive,inactive,71
13:56:11.268,1,inactive,active,72
10:04:46.746,1,inactive,inactive,67
21:30:13.085,3,inactive,inactive,71
06:11:4.016,0,inactive,inactive,65
09:56:9.047,4,inactive,inactive,62
06:10:56.289,5,inactive,inactive,70
11:13:3.118,3,inactive,inactive,66
12:48:8.688,4,inactive,inactive,63
11:48:23.836,3,inactive,inactive,67
11:30:14.048,1,active,active,62
10:50:22.497,1,inactive,inactive,73
16:38:38.632,2,active,inactive,74
16:08:17.558,3,inactive,inactive,64
03:31:41.96,0,inactive,inactive,70
09:41:53.489,1,inactive,inactive,65
10:17:31.946,3,inactive,inactive,63
04:57:9.534,5,active,inactive,68
12:02:49.292,4,inactive,inactive,64
09:12:49.905,3,inactive,inactive,73
12:33:21.72,0,inactive,inactive,67
15:04:27.115,2,inactive,active,69
10:17:20.743,2,inactive,inactive,62
06:14:20.697,6,active,inactive,66
15:19:34.07,1,inactive,inactive,66
05:58:49.242,5,inactive,inactive,69
15:34:31.32,3,inactive,inactive,65
16:48:33.3,0,inactive,inactive,69
14:41:28.597,1,inactive,inactive,65
16:49:46.233,3,inactive,inactive,61
13:07:15.828,3,inactive,inactive,71
12:21:26.594,3,inactive,inactive,69
14:32:45.621,0,inactive,inactive,63
14:22:46.416,4,inactive,inactive,65
14:27:39.411,4,inactive,inactive,68
09:41:38.248,0,inactive,inactive,72
15:14:25.901,4,inactive,inactive,64
00:29:32.901,5,inactive,inactive,70
14:24:24.017,4,inactive,inactive,60
10:21:49.803,0,inactive,inactive,69
11:44:6.368,0,inactive,active,62
12:38:42.583,1,inactive,inactive,68
09:53:39.346,1,inactive,inactive,74
12:54:3.332,3,inactive,active,73
00:04:32.383,6,inactive,inactive,73
03:34:34.324,5,inactive,inactive,62
05:46:41.073,6,inactive,inactive,60
13:39:59.834,3,inactive,active,61
09:10:1.256,4,inactive,inactive,65
13:12:27.851,0,inactive,active,60
02:29:33.887,5,inactive,active,74
10:38:11.875,1,inactive,inactive,69
10:25:54.927,0,inactive,inactive,70
11:18:51.682,4,active,inactive,66
10:40:0.444,1,inactive,active,68
15:08:6.533,1,inactive,inactive,61
20:13:49.674,2,active,inactive,64
15:42:28.758,2,inactive,active,68
10:55:52.847,4,inactive,active,72
13:55:31.95,3,inactive,inactive,69
10:19:21.393,1,active,inactive,71
13:04:47.4,1,inactive,inactive,66
15:33:30.026,0,active,inactive,62
15:15:33.038,2,inactive,active,63
09:53:57.016,0,inactive,inactive,67
09:13:40.967,3,inactive,inactive,72
09:16:48.324,1,active,active,65
13:35:34.93,4,inactive,inactive,70
12:10:34.499,3,inactive,inactive,61
02:07:13.634,4,inactive,active,71
01:55:18.018,2,inactive,inactive,63
06:49:6.469,5,active,inactive,67
12:32:10.835,4,inactive,inactive,67
10:56:20.843,1,inactive,active,66
13:38:57.461,1,inactive,inactive,73
23:44:19.724,4,inactive,inactive,67
15:55:38.467,3,inactive,inactive,74
09:21:24.193,4,active,inactive,68
09:27:17.894,2,active,inactive,74
09:38:28.046,1,inactive,inactive,70
16:00:45.767,3,inactive,inactive,60
15:38:38.499,1,inactive,inactive,63
12:20:4.783,3,inactive,inactive,70
11:58:25.829,4,inactive,active,65
04:27:52.901,0,inactive,inactive,62
13:45:8.294,4,inactive,active,66
15:22:31.499,4,inactive,inactive,73
15:44:55.693,0,inactive,active,74
16:30:51.732,1,inactive,active,74
15:38:6.441,2,inactive,inactive,73
11:12:42.448,1,inactive,inactive,64
13:19:51.723,2,active,inactive,62
10:41:47.729,0,inactive,inactive,62
13:29:45.666,4,active,inactive,74
14:35:35.081,2,active,inactive,71
15:48:55.595,4,inactive,inactive,62
09:22:29.005,1,inactive,inactive,70
09:34:29.125,0,inactive,inactive,73
12:55:25.924,4,inactive,inactive,69
16:58:46.573,4,inactive,inactive,70
13:05:34.444,0,inactive,active,71
16:08:15.617,4,inactive,active,64
14:30:14.499,2,inactive,inactive,63
16:55:36.65,1,inactive,inactive,61
18:12:59.645,1,inactive,inactive,74
10:13:38.566,2,inactive,inactive,62
15:42:15.872,0,active,inactive,67
09:37:40.171,2,active,active,61
13:19:36.659,0,inactive,active,64
14:37:45.147,1,inactive,inactive,65
16:27:12.617,2,inactive,active,64
11:35:8.314,3,inactive,inactive,62
13:02:29.667,4,active,inactive,68
11:27:42.778,4,inactive,inactive,73
11:55:21.897,3,inactive,inactive,66
12:34:39.696,1,inactive,active,70
09:36:27.856,3,inactive,inactive,67
14:35:40.303,4,inactive,inactive,72
10:13:5.752,1,active,inactive,72
07:52:15.037,5,inactive,inactive,66
14:41:45.232,0,active,inactive,60
15:19:17.242,1,inactive,inactive,74
12:59:14.935,0,inactive,inactive,61
23:35:0.834,1,inactive,inactive,74
12:16:37.406,3,active,inactive,68
13:54:52.474,4,inactive,inactive,73
14:42:34.607,1,inactive,inactive,67
10:30:17.424,1,active,inactive,67
11:25:45.517,0,inactive,active,62
09:28:21.53,3,inactive,inactive,72
14:32:4.391,3,inactive,inactive,66
00:57:32.983,6,inactive,inactive,66
12:23:51.61,2,inactive,inactive,73
15:03:8.737,2,active,inactive,63
15:42:43.317,1,inactive,inactive,66
16:02:28.687,3,active,inactive,66
03:06:42.586,6,inactive,inactive,68
12:59:7.686,4,active,inactive,62
16:04:52.324,1,inactive,inactive,72
12:41:51.56,1,inactive,inactive,70
09:13:35.319,4,inactive,inactive,65
16:51:34.354,2,inactive,inactive,67
20:23:34.935,4,inactive,inactive,61
15:52:59.456,3,inactive,inactive,64
15:47:29.969,1,inactive,inactive,65
13:32:50.119,0,inactive,inactive,60
09:03:45.498,1,inactive,inactive,62
11:29:16.865,2,inactive,inactive,63
