motion,2019-10-25 8:55:09.945 AM,inactive
motion,2019-10-25 8:54:56.410 AM,active
motion,2019-10-25 8:51:11.120 AM,inactive
motion,2019-10-25 8:51:00.611 AM,active
motion,2019-10-25 8:25:40.987 AM,inactive
motion,2019-10-25 8:25:25.687 AM,active
motion,2019-10-25 8:25:03.830 AM,inactive
motion,2019-10-25 8:24:51.575 AM,active
motion,2019-10-25 8:24:37.821 AM,inactive
motion,2019-10-25 8:24:24.565 AM,active
motion,2019-10-25 8:23:44.352 AM,inactive
motion,2019-10-25 8:23:31.737 AM,active
motion,2019-10-25 8:18:54.950 AM,inactive
motion,2019-10-25 8:18:43.985 AM,active
motion,2019-10-25 8:09:27.025 AM,inactive
motion,2019-10-25 8:09:15.930 AM,active
motion,2019-10-25 8:08:53.397 AM,inactive
motion,2019-10-25 8:08:11.079 AM,active
temperature,2019-10-25 5:43:33.314 AM,61
temperature,2019-10-25 3:08:17.918 AM,62
motion,2019-10-25 1:36:27.305 AM,inactive
motion,2019-10-25 1:36:10.198 AM,active
motion,2019-10-25 1:36:08.410 AM,inactive
motion,2019-10-25 1:35:53.252 AM,active
motion,2019-10-25 1:32:10.604 AM,inactive
motion,2019-10-25 1:31:57.350 AM,active
motion,2019-10-25 1:30:11.609 AM,inactive
motion,2019-10-25 1:30:01.089 AM,active
motion,2019-10-25 1:29:58.110 AM,inactive
motion,2019-10-25 1:29:46.469 AM,active
motion,2019-10-25 1:27:58.190 AM,inactive
motion,2019-10-25 1:27:47.890 AM,active
motion,2019-10-25 1:14:44.400 AM,inactive
motion,2019-10-25 1:14:33.987 AM,active
motion,2019-10-25 1:14:29.502 AM,inactive
motion,2019-10-25 1:14:18.805 AM,active
motion,2019-10-25 1:07:36.879 AM,inactive
motion,2019-10-25 1:07:19.246 AM,active
motion,2019-10-25 1:06:07.857 AM,inactive
motion,2019-10-25 1:05:57.215 AM,active
motion,2019-10-25 1:00:58.088 AM,inactive
motion,2019-10-25 1:00:47.650 AM,active
motion,2019-10-25 12:56:21.265 AM,inactive
motion,2019-10-25 12:56:10.980 AM,active
motion,2019-10-25 12:54:54.210 AM,inactive
motion,2019-10-25 12:54:43.781 AM,active
temperature,2019-10-25 12:43:01.960 AM,63
motion,2019-10-25 12:32:38.969 AM,inactive
motion,2019-10-25 12:32:28.290 AM,active
motion,2019-10-24 11:30:58.180 PM,inactive
motion,2019-10-24 11:30:47.245 PM,active
motion,2019-10-24 11:23:09.645 PM,inactive
motion,2019-10-24 11:22:58.157 PM,active
motion,2019-10-24 11:10:42.270 PM,inactive
motion,2019-10-24 11:07:40.867 PM,active
motion,2019-10-24 11:07:17.970 PM,inactive
motion,2019-10-24 11:06:32.751 PM,active
motion,2019-10-24 11:06:05.280 PM,inactive
motion,2019-10-24 11:05:54.660 PM,active
motion,2019-10-24 11:02:59.790 PM,inactive
motion,2019-10-24 11:02:49.150 PM,active
motion,2019-10-24 10:17:44.270 PM,inactive
motion,2019-10-24 10:17:33.168 PM,active
motion,2019-10-24 10:14:51.970 PM,inactive
motion,2019-10-24 10:14:34.563 PM,active
motion,2019-10-24 10:13:22.537 PM,inactive
motion,2019-10-24 10:13:07.989 PM,active
motion,2019-10-24 10:10:10.925 PM,inactive
motion,2019-10-24 10:09:59.931 PM,active
motion,2019-10-24 10:09:49.219 PM,inactive
motion,2019-10-24 10:09:34.663 PM,active
motion,2019-10-24 10:09:32.616 PM,inactive
motion,2019-10-24 10:09:18.690 PM,active
motion,2019-10-24 9:44:24.590 PM,inactive
motion,2019-10-24 9:44:11.030 PM,active
motion,2019-10-24 9:43:14.037 PM,inactive
motion,2019-10-24 9:43:00.440 PM,active
motion,2019-10-24 9:42:36.200 PM,inactive
motion,2019-10-24 9:42:25.397 PM,active
motion,2019-10-24 9:42:14.235 PM,inactive
motion,2019-10-24 9:42:00.340 PM,active
motion,2019-10-24 9:40:52.260 PM,inactive
motion,2019-10-24 9:40:39.210 PM,active
motion,2019-10-24 9:27:52.195 PM,inactive
temperature,2019-10-24 9:27:39.220 PM,64
motion,2019-10-24 9:27:24.740 PM,active
motion,2019-10-24 9:25:41.727 PM,inactive
motion,2019-10-24 9:25:31.260 PM,active
motion,2019-10-24 9:25:04.095 PM,inactive
motion,2019-10-24 9:24:52.427 PM,active
motion,2019-10-24 9:23:47.430 PM,inactive
motion,2019-10-24 9:23:25.089 PM,active
motion,2019-10-24 9:23:20.836 PM,inactive
motion,2019-10-24 9:22:53.745 PM,active
motion,2019-10-24 9:22:45.620 PM,inactive
motion,2019-10-24 9:22:24.673 PM,active
motion,2019-10-24 9:22:21.602 PM,inactive
motion,2019-10-24 9:21:53.330 PM,active
motion,2019-10-24 9:21:32.546 PM,inactive
motion,2019-10-24 9:21:21.844 PM,active
motion,2019-10-24 9:20:40.010 PM,inactive
motion,2019-10-24 9:20:27.064 PM,active
motion,2019-10-24 9:20:24.290 PM,inactive
motion,2019-10-24 9:19:46.396 PM,active
motion,2019-10-24 9:16:35.178 PM,inactive
motion,2019-10-24 9:16:24.640 PM,active
motion,2019-10-24 9:12:16.901 PM,inactive
motion,2019-10-24 9:12:00.190 PM,active
motion,2019-10-24 9:11:47.050 PM,inactive
motion,2019-10-24 9:11:33.159 PM,active
motion,2019-10-24 9:11:19.640 PM,inactive
motion,2019-10-24 9:11:08.961 PM,active
motion,2019-10-24 9:09:37.932 PM,inactive
motion,2019-10-24 9:09:27.490 PM,active
motion,2019-10-24 9:07:54.641 PM,inactive
motion,2019-10-24 9:07:43.180 PM,active
motion,2019-10-24 9:07:11.960 PM,inactive
motion,2019-10-24 9:05:44.124 PM,active
motion,2019-10-24 9:05:14.335 PM,inactive
motion,2019-10-24 9:04:44.490 PM,active
motion,2019-10-24 9:04:31.380 PM,inactive
motion,2019-10-24 9:04:03.185 PM,active
motion,2019-10-24 9:00:41.381 PM,inactive
motion,2019-10-24 9:00:26.180 PM,active
motion,2019-10-24 8:55:59.245 PM,inactive
motion,2019-10-24 8:54:41.520 PM,active
motion,2019-10-24 8:54:25.810 PM,inactive
motion,2019-10-24 8:54:12.258 PM,active
motion,2019-10-24 8:54:10.700 PM,inactive
motion,2019-10-24 8:53:44.049 PM,active
motion,2019-10-24 8:52:08.380 PM,inactive
motion,2019-10-24 8:51:54.082 PM,active
motion,2019-10-24 8:51:35.860 PM,inactive
motion,2019-10-24 8:51:09.245 PM,active
motion,2019-10-24 8:44:02.825 PM,inactive
motion,2019-10-24 8:43:52.295 PM,active
motion,2019-10-24 8:43:34.420 PM,inactive
motion,2019-10-24 8:43:23.900 PM,active
motion,2019-10-24 8:42:48.210 PM,inactive
motion,2019-10-24 8:42:37.825 PM,active
motion,2019-10-24 8:41:49.620 PM,inactive
motion,2019-10-24 8:40:46.416 PM,active
motion,2019-10-24 8:09:27.106 PM,inactive
motion,2019-10-24 8:09:15.857 PM,active
motion,2019-10-24 8:04:54.916 PM,inactive
motion,2019-10-24 8:04:43.825 PM,active
motion,2019-10-24 7:12:08.340 PM,inactive
motion,2019-10-24 7:11:57.318 PM,active
motion,2019-10-24 6:53:14.845 PM,inactive
motion,2019-10-24 6:52:51.030 PM,active
temperature,2019-10-24 6:42:18.167 PM,65
motion,2019-10-24 5:58:31.229 PM,inactive
motion,2019-10-24 5:58:12.960 PM,active
motion,2019-10-24 5:57:49.271 PM,inactive
motion,2019-10-24 5:57:35.078 PM,active
motion,2019-10-24 5:57:01.963 PM,inactive
motion,2019-10-24 5:56:48.720 PM,active
motion,2019-10-24 5:54:00.790 PM,inactive
motion,2019-10-24 5:53:41.768 PM,active
motion,2019-10-24 5:50:28.320 PM,inactive
motion,2019-10-24 5:50:18.066 PM,active
motion,2019-10-24 5:49:36.940 PM,inactive
motion,2019-10-24 5:49:23.859 PM,active
motion,2019-10-24 5:49:00.560 PM,inactive
motion,2019-10-24 5:48:47.890 PM,active
motion,2019-10-24 5:47:22.060 PM,inactive
motion,2019-10-24 5:47:05.190 PM,active
motion,2019-10-24 5:14:01.210 PM,inactive
motion,2019-10-24 5:13:45.860 PM,active
motion,2019-10-24 5:12:26.109 PM,inactive
motion,2019-10-24 5:12:11.588 PM,active
motion,2019-10-24 5:07:11.398 PM,inactive
motion,2019-10-24 5:06:38.630 PM,active
motion,2019-10-24 5:02:37.060 PM,inactive
motion,2019-10-24 5:02:18.796 PM,active
motion,2019-10-24 5:01:24.780 PM,inactive
motion,2019-10-24 5:01:04.972 PM,active
motion,2019-10-24 4:59:39.257 PM,inactive
motion,2019-10-24 4:59:08.900 PM,active
motion,2019-10-24 3:19:08.490 PM,inactive
motion,2019-10-24 3:18:57.010 PM,active
motion,2019-10-24 3:09:48.980 PM,inactive
motion,2019-10-24 3:09:19.337 PM,active
motion,2019-10-24 3:09:07.798 PM,inactive
motion,2019-10-24 3:08:21.105 PM,active
motion,2019-10-24 2:59:41.217 PM,inactive
motion,2019-10-24 2:59:28.575 PM,active
motion,2019-10-24 2:59:00.967 PM,inactive
motion,2019-10-24 2:58:50.670 PM,active
motion,2019-10-24 2:58:42.654 PM,inactive
motion,2019-10-24 2:58:29.378 PM,active
temperature,2019-10-24 2:26:43.566 PM,66
motion,2019-10-24 1:06:30.103 PM,inactive
motion,2019-10-24 1:06:09.800 PM,active
temperature,2019-10-24 12:31:28.847 PM,65
temperature,2019-10-24 11:16:19.950 AM,64
motion,2019-10-24 10:48:20.908 AM,inactive
motion,2019-10-24 10:48:04.417 AM,active
motion,2019-10-24 10:48:03.390 AM,inactive
motion,2019-10-24 10:47:23.800 AM,active
temperature,2019-10-24 10:16:13.347 AM,63
motion,2019-10-24 9:40:35.250 AM,inactive
motion,2019-10-24 9:40:04.989 AM,active
motion,2019-10-24 9:39:37.875 AM,inactive
motion,2019-10-24 9:39:23.444 AM,active
motion,2019-10-24 9:38:57.460 AM,inactive
motion,2019-10-24 9:38:46.250 AM,active
motion,2019-10-24 9:31:58.400 AM,inactive
motion,2019-10-24 9:31:47.920 AM,active
motion,2019-10-24 9:17:59.729 AM,inactive
motion,2019-10-24 9:17:09.036 AM,active
motion,2019-10-24 9:16:56.057 AM,inactive
motion,2019-10-24 9:16:36.916 AM,active
motion,2019-10-24 9:12:22.595 AM,inactive
motion,2019-10-24 9:12:11.050 AM,active
motion,2019-10-24 9:11:51.775 AM,inactive
motion,2019-10-24 9:11:41.224 AM,active
motion,2019-10-24 9:09:10.646 AM,inactive
motion,2019-10-24 9:09:00.065 AM,active
motion,2019-10-24 9:07:28.550 AM,inactive
motion,2019-10-24 9:07:17.450 AM,active
motion,2019-10-24 9:07:02.469 AM,inactive
motion,2019-10-24 9:06:46.786 AM,active
motion,2019-10-24 9:06:39.280 AM,inactive
motion,2019-10-24 9:06:27.570 AM,active
temperature,2019-10-24 9:06:06.275 AM,62
motion,2019-10-24 9:01:02.839 AM,inactive
motion,2019-10-24 9:00:48.145 AM,active
battery,2019-10-24 8:57:48.401 AM,33
motion,2019-10-24 8:50:37.850 AM,inactive
motion,2019-10-24 8:50:27.470 AM,active
motion,2019-10-24 8:50:07.480 AM,inactive
motion,2019-10-24 8:49:49.345 AM,active
motion,2019-10-24 8:48:19.270 AM,inactive
motion,2019-10-24 8:48:06.297 AM,active
motion,2019-10-24 8:37:10.747 AM,inactive
motion,2019-10-24 8:36:57.630 AM,active
motion,2019-10-24 8:32:28.420 AM,inactive
motion,2019-10-24 8:32:17.148 AM,active
temperature,2019-10-24 7:15:56.000 AM,61
temperature,2019-10-24 4:55:42.055 AM,62
temperature,2019-10-24 3:40:33.986 AM,63
motion,2019-10-24 3:03:43.583 AM,inactive
motion,2019-10-24 3:03:33.026 AM,active
motion,2019-10-24 3:03:25.757 AM,inactive
motion,2019-10-24 3:03:15.210 AM,active
motion,2019-10-24 2:59:24.990 AM,inactive
motion,2019-10-24 2:59:13.740 AM,active
motion,2019-10-24 2:58:54.065 AM,inactive
motion,2019-10-24 2:58:42.979 AM,active
motion,2019-10-24 2:57:43.352 AM,inactive
motion,2019-10-24 2:57:31.660 AM,active
motion,2019-10-24 2:57:16.640 AM,inactive
motion,2019-10-24 2:57:05.536 AM,active
motion,2019-10-24 2:56:39.110 AM,inactive
motion,2019-10-24 2:56:16.950 AM,active
motion,2019-10-24 2:44:20.867 AM,inactive
motion,2019-10-24 2:44:09.540 AM,active
motion,2019-10-24 2:44:00.920 AM,inactive
motion,2019-10-24 2:43:49.960 AM,active
motion,2019-10-24 2:43:48.639 AM,inactive
motion,2019-10-24 2:43:37.613 AM,active
motion,2019-10-24 1:49:51.176 AM,inactive
motion,2019-10-24 1:49:40.901 AM,active
motion,2019-10-24 1:49:15.020 AM,inactive
motion,2019-10-24 1:48:57.715 AM,active
motion,2019-10-24 1:48:43.050 AM,inactive
motion,2019-10-24 1:48:32.504 AM,active
motion,2019-10-24 1:48:27.077 AM,inactive
motion,2019-10-24 1:48:15.818 AM,active
motion,2019-10-24 1:47:49.870 AM,inactive
motion,2019-10-24 1:47:15.147 AM,active
motion,2019-10-24 1:47:12.317 AM,inactive
motion,2019-10-24 1:46:58.493 AM,active
motion,2019-10-24 1:46:32.908 AM,inactive
motion,2019-10-24 1:46:20.583 AM,active
motion,2019-10-24 1:46:18.870 AM,inactive
motion,2019-10-24 1:46:00.040 AM,active
motion,2019-10-24 1:45:47.480 AM,inactive
motion,2019-10-24 1:45:34.335 AM,active
motion,2019-10-24 1:44:29.840 AM,inactive
motion,2019-10-24 1:44:01.230 AM,active
motion,2019-10-24 1:29:04.866 AM,inactive
motion,2019-10-24 1:28:53.120 AM,active
motion,2019-10-24 1:27:37.965 AM,inactive
motion,2019-10-24 1:27:27.565 AM,active
motion,2019-10-24 1:27:04.010 AM,inactive
motion,2019-10-24 1:26:36.994 AM,active
motion,2019-10-24 1:25:38.723 AM,inactive
motion,2019-10-24 1:25:25.225 AM,active
motion,2019-10-24 1:22:26.070 AM,inactive
motion,2019-10-24 1:22:11.120 AM,active
motion,2019-10-24 1:20:52.646 AM,inactive
motion,2019-10-24 1:20:34.400 AM,active
motion,2019-10-24 1:20:16.312 AM,inactive
motion,2019-10-24 1:19:51.115 AM,active
motion,2019-10-24 1:19:47.660 AM,inactive
motion,2019-10-24 1:18:42.190 AM,active
motion,2019-10-24 1:17:43.590 AM,inactive
motion,2019-10-24 1:17:23.905 AM,active
motion,2019-10-24 1:15:46.070 AM,inactive
motion,2019-10-24 1:15:25.620 AM,active
temperature,2019-10-24 1:15:16.807 AM,64
motion,2019-10-24 1:14:57.095 AM,inactive
motion,2019-10-24 1:14:28.888 AM,active
motion,2019-10-24 1:13:33.290 AM,inactive
motion,2019-10-24 1:13:08.550 AM,active
temperature,2019-10-23 10:19:54.500 PM,65
motion,2019-10-23 9:10:32.110 PM,inactive
motion,2019-10-23 9:10:06.407 PM,active
motion,2019-10-23 8:28:22.288 PM,inactive
motion,2019-10-23 8:28:11.305 PM,active
motion,2019-10-23 8:24:03.345 PM,inactive
motion,2019-10-23 8:23:52.240 PM,active
temperature,2019-10-23 8:19:37.630 PM,66
motion,2019-10-23 7:37:59.090 PM,inactive
motion,2019-10-23 7:35:34.587 PM,active
motion,2019-10-23 7:35:32.545 PM,inactive
motion,2019-10-23 7:34:57.320 PM,active
motion,2019-10-23 7:34:54.641 PM,inactive
motion,2019-10-23 7:34:15.190 PM,active
motion,2019-10-23 7:34:14.145 PM,inactive
motion,2019-10-23 7:34:02.880 PM,active
motion,2019-10-23 7:32:56.755 PM,inactive
motion,2019-10-23 7:32:43.375 PM,active
motion,2019-10-23 7:32:38.258 PM,inactive
motion,2019-10-23 7:32:22.767 PM,active
motion,2019-10-23 7:30:22.311 PM,inactive
motion,2019-10-23 7:29:20.890 PM,active
motion,2019-10-23 7:28:39.720 PM,inactive
motion,2019-10-23 7:28:28.311 PM,active
motion,2019-10-23 7:28:20.210 PM,inactive
motion,2019-10-23 7:28:05.959 PM,active
motion,2019-10-23 7:26:50.600 PM,inactive
motion,2019-10-23 7:26:32.097 PM,active
motion,2019-10-23 7:18:47.087 PM,inactive
motion,2019-10-23 7:18:14.780 PM,active
motion,2019-10-23 6:58:23.720 PM,inactive
motion,2019-10-23 6:57:19.565 PM,active
motion,2019-10-23 6:56:55.758 PM,inactive
motion,2019-10-23 6:56:44.721 PM,active
motion,2019-10-23 6:55:57.200 PM,inactive
motion,2019-10-23 6:55:46.344 PM,active
motion,2019-10-23 6:03:43.635 PM,inactive
motion,2019-10-23 6:03:33.000 PM,active
motion,2019-10-23 5:50:47.120 PM,inactive
motion,2019-10-23 5:50:27.290 PM,active
temperature,2019-10-23 5:39:13.720 PM,67
motion,2019-10-23 4:47:38.720 PM,inactive
motion,2019-10-23 4:47:13.825 PM,active
motion,2019-10-23 3:26:35.529 PM,inactive
motion,2019-10-23 3:26:07.400 PM,active
motion,2019-10-23 3:02:34.310 PM,inactive
motion,2019-10-23 3:02:02.560 PM,active
motion,2019-10-23 3:01:30.978 PM,inactive
motion,2019-10-23 3:01:08.490 PM,active
motion,2019-10-23 2:59:14.956 PM,inactive
motion,2019-10-23 2:59:02.680 PM,active
temperature,2019-10-23 2:53:47.668 PM,68
temperature,2019-10-23 2:48:46.877 PM,67
motion,2019-10-23 2:43:25.050 PM,inactive
motion,2019-10-23 2:42:54.080 PM,active
motion,2019-10-23 2:42:34.207 PM,inactive
motion,2019-10-23 2:42:21.260 PM,active
motion,2019-10-23 2:25:43.500 PM,inactive
motion,2019-10-23 2:25:24.513 PM,active
temperature,2019-10-23 2:23:42.978 PM,68
motion,2019-10-23 2:03:48.264 PM,inactive
motion,2019-10-23 2:03:35.606 PM,active
motion,2019-10-23 1:02:45.640 PM,inactive
motion,2019-10-23 1:02:25.464 PM,active
temperature,2019-10-23 11:23:15.605 AM,67
motion,2019-10-23 11:10:35.950 AM,inactive
motion,2019-10-23 11:10:22.909 AM,active
motion,2019-10-23 11:09:22.865 AM,inactive
motion,2019-10-23 11:09:01.350 AM,active
motion,2019-10-23 10:54:31.478 AM,inactive
motion,2019-10-23 10:53:45.743 AM,active
motion,2019-10-23 10:52:56.131 AM,inactive
motion,2019-10-23 10:52:20.887 AM,active
motion,2019-10-23 10:50:27.485 AM,inactive
