,Time,DayOfWeek,Motion,Acceleration,Temperature
69,00:18:1.74,0,active,active,67
70,00:18:4.786,0,active,active,71
71,00:18:18.238,0,active,active,72
72,00:18:20.328,0,active,active,74
73,00:19:7.229,0,active,active,69
74,00:19:34.162,0,active,active,66
75,00:19:55.855,0,active,active,71
76,00:20:5.463,0,active,active,72
77,00:20:5.685,0,active,active,74
78,00:20:19.345,0,active,active,74
79,00:20:39.243,0,active,active,71
80,00:21:8.087,0,active,active,72
81,00:21:17.955,0,active,active,72
82,00:22:53.623,0,active,active,70
83,00:23:48.372,0,active,inactive,75
84,00:25:4.485,0,active,active,71
85,00:25:9.404,0,active,active,77
86,00:26:6.981,0,active,active,72
87,00:26:39.368,0,active,active,74
88,00:26:47.379,0,active,active,69
89,00:26:51.998,0,active,active,74
90,00:27:18.5,0,active,active,70
91,00:27:20.111,0,active,active,71
92,00:27:23.494,0,active,active,72
93,00:28:22.139,0,active,active,76
94,00:28:32.725,0,active,active,74
95,00:28:48.588,0,active,active,70
96,00:29:11.769,0,active,active,72
97,00:29:34.717,0,active,active,74
98,00:29:50.352,0,active,active,71
99,00:29:56.272,0,active,active,70
100,00:29:59.425,0,active,active,68
101,00:30:14.062,0,active,active,69
102,00:30:16.255,0,active,active,71
103,00:30:43.047,0,active,active,74
104,00:31:0.503,0,active,active,74
105,00:31:3.177,0,active,active,70
106,00:31:34.245,0,active,active,70
107,00:31:40.159,0,active,active,70
108,00:31:54.453,0,active,active,66
109,00:32:4.738,0,active,active,76
110,00:32:25.993,0,active,active,69
111,00:32:55.259,0,active,active,68
112,00:33:1.08,0,active,active,73
113,00:34:8.787,0,active,active,65
114,00:34:11.926,0,active,active,75
115,00:35:6.199,0,active,active,71
116,00:35:6.959,0,active,active,66
117,00:35:8.03,0,active,active,75
118,00:36:14.098,0,active,active,70
119,00:36:34.185,0,active,active,74
120,00:36:44.706,0,active,active,72
121,00:36:57.801,0,active,active,75
122,00:37:6.698,0,active,active,65
123,00:37:19.149,0,active,active,76
124,00:37:30.756,0,active,active,66
125,00:37:36.274,0,active,active,71
126,00:37:45.333,0,active,active,69
127,00:38:23.222,0,active,inactive,67
128,00:38:56.311,0,inactive,inactive,68
129,00:39:9.648,0,active,inactive,71
130,00:39:23.055,0,active,active,64
131,00:40:10.968,0,active,active,72
132,00:40:19.284,0,active,active,73
133,00:40:26.836,0,active,active,73
134,00:40:35.012,0,inactive,inactive,76
135,00:41:3.625,0,active,active,79
136,00:42:18.758,0,active,inactive,69
137,00:42:33.872,0,active,active,70
138,00:42:34.521,0,active,active,73
139,00:42:42.799,0,active,active,74
140,00:42:45.282,0,active,active,80
141,00:42:53.075,0,active,active,76
142,00:42:59.164,0,active,active,78
143,00:43:10.986,0,active,active,72
144,00:43:27.403,0,active,active,75
145,00:43:27.812,0,active,active,72
146,00:44:0.411,0,active,active,73
147,00:44:37.78,0,active,active,73
148,00:44:41.808,0,active,active,75
149,00:44:47.176,0,active,active,76
150,00:44:55.626,0,active,active,72
151,00:45:44.425,0,active,active,78
152,00:46:10.955,0,active,active,72
153,00:46:26.007,0,active,active,78
154,00:47:9.802,0,active,inactive,71
155,00:47:55.823,0,active,active,71
156,00:48:9.764,0,active,active,65
157,00:48:24.738,0,active,active,72
158,00:48:29.464,0,active,active,70
159,00:48:40.473,0,active,active,75
160,00:48:42.412,0,active,active,71
161,00:48:46.028,0,active,active,72
162,00:48:51.867,0,active,active,71
163,00:49:20.678,0,inactive,inactive,75
164,00:49:24.235,0,active,active,74
165,00:49:26.495,0,active,active,70
166,00:49:31.427,0,active,active,73
167,00:49:33.867,0,active,active,68
168,00:50:4.605,0,active,inactive,73
169,00:50:7.956,0,active,active,71
170,00:50:37.533,0,active,active,70
171,00:50:42.24,0,active,active,75
172,00:50:42.494,0,active,active,71
173,00:51:3.008,0,inactive,inactive,69
174,00:51:9.247,0,active,active,71
175,00:51:30.806,0,active,active,72
176,00:51:45.695,0,active,active,71
177,00:51:46.126,0,active,active,76
178,00:52:0.98,0,active,active,70
179,00:52:23.443,0,active,active,71
180,00:52:58.022,0,active,active,76
181,00:53:19.626,0,active,active,71
182,00:53:26.416,0,active,active,73
183,00:53:31.019,0,active,active,72
184,00:53:31.704,0,active,active,74
185,00:53:33.929,0,active,active,73
186,00:54:2.107,0,active,active,67
187,00:54:23.75,0,active,active,71
188,00:54:27.699,0,active,active,73
189,00:54:30.645,0,active,active,78
190,00:55:27.474,0,active,active,66
191,00:55:28.645,0,active,active,72
192,00:55:39.969,0,active,active,74
193,00:55:42.793,0,active,active,73
194,00:56:11.749,0,active,active,71
195,00:56:27.346,0,active,inactive,73
196,00:57:3.75,0,active,active,70
197,00:57:19.438,0,inactive,inactive,70
198,00:57:30.743,0,active,active,74
199,00:57:36.136,0,active,active,69
200,00:57:36.75,0,active,active,67
201,00:58:31.624,0,active,active,73
202,00:58:59.457,0,active,active,76
203,00:59:0.068,0,active,active,72
204,00:59:20.252,0,active,active,72
205,00:59:51.164,0,active,active,72
206,00:59:58.058,0,active,active,79
207,01:00:22.031,0,inactive,inactive,68
208,01:00:43.717,0,active,active,69
209,01:01:0.336,0,active,active,75
210,01:01:0.939,0,active,active,71
211,01:01:1.349,0,inactive,inactive,69
212,01:01:2.156,0,active,active,70
213,01:01:13.174,0,active,active,72
214,01:01:45.316,0,active,active,71
215,01:01:59.788,0,active,active,70
216,01:02:6.165,0,active,active,72
217,01:02:40.635,0,active,active,70
218,01:02:49.151,0,active,active,73
219,01:02:53.963,0,active,active,68
220,01:03:58.267,0,active,active,68
221,01:04:9.734,0,active,active,74
222,01:04:44.171,0,active,active,71
223,01:05:0.556,0,active,active,67
224,01:05:13.063,0,active,active,69
225,01:05:55.982,0,active,active,75
226,01:06:1.818,0,active,inactive,75
227,01:07:1.209,0,active,active,69
228,01:07:42.109,0,active,active,72
229,01:07:57.327,0,active,active,74
230,01:08:22.319,0,active,active,71
231,01:08:37.293,0,active,active,70
232,01:08:46.525,0,active,active,73
233,01:09:10.593,0,inactive,inactive,75
234,01:09:16.208,0,active,active,73
235,01:09:22.69,0,active,active,71
236,01:10:9.711,0,active,active,73
237,01:10:36.814,0,active,active,71
238,01:11:18.232,0,active,active,72
239,01:11:39.519,0,active,active,69
240,01:11:56.79,0,active,active,73
241,01:12:5.309,0,active,active,65
242,01:12:13.04,0,active,active,69
243,01:12:34.097,0,active,active,69
244,01:12:37.68,0,active,active,74
245,01:12:49.796,0,active,active,74
246,01:12:59.249,0,inactive,inactive,65
247,01:13:43.757,0,active,inactive,74
248,01:14:0.51,0,active,active,69
249,01:14:8.249,0,active,active,73
250,01:15:38.188,0,active,active,73
251,01:15:42.868,0,active,active,70
252,01:16:0.448,0,active,active,72
253,01:16:5.747,0,active,active,70
254,01:16:59.019,0,active,active,71
255,01:16:59.458,0,active,active,72
256,01:17:8.858,0,active,active,75
257,01:17:28.68,0,active,active,77
258,01:17:38.217,0,active,active,71
259,01:18:20.078,0,active,active,70
260,01:18:41.711,0,active,active,69
261,01:19:9.532,0,active,active,75
262,01:19:18.011,0,active,active,68
263,01:19:26.348,0,active,active,78
264,01:19:33.425,0,active,active,73
265,01:20:2.723,0,active,active,74
266,01:20:3.274,0,active,active,71
267,01:21:49.972,0,active,active,79
268,01:21:53.081,0,active,active,71
269,01:23:33.478,0,active,active,72
270,01:23:36.566,0,active,active,73
271,01:23:41.314,0,active,active,74
272,01:24:25.934,0,active,active,74
273,01:24:34.708,0,active,active,76
274,01:24:37.121,0,active,active,72
275,01:24:49.629,0,active,active,77
276,01:25:26.551,0,active,active,70
277,01:25:28.704,0,active,active,73
278,01:27:4.131,0,active,active,73
279,01:27:39.666,0,active,active,70
280,01:27:57.258,0,active,active,71
281,01:28:10.548,0,active,active,67
282,01:28:32.87,0,active,active,71
283,01:28:35.85,0,active,active,76
284,01:29:29.197,0,active,active,72
285,01:30:0.031,0,active,active,69
286,01:30:4.949,0,active,active,77
287,01:30:7.65,0,active,active,75
288,01:30:23.249,0,active,active,69
289,01:30:57.931,0,active,active,67
290,01:31:30.338,0,active,active,69
291,01:31:35.719,0,active,active,68
292,01:32:6.059,0,active,active,71
293,01:32:27.636,0,active,active,69
294,01:32:33.655,0,active,active,72
295,01:32:42.803,0,active,active,73
296,01:33:10.18,0,active,active,77
297,01:33:37.407,0,active,active,69
298,01:33:48.633,0,active,active,73
299,01:35:4.238,0,active,active,76
300,01:35:18.517,0,active,active,69
301,01:35:19.766,0,active,active,71
302,01:35:21.127,0,active,active,76
303,01:35:27.791,0,active,active,72
304,01:35:44.424,0,active,active,74
305,01:36:42.184,0,active,active,70
306,01:37:12.419,0,active,inactive,72
307,01:37:22.687,0,active,active,68
308,01:37:58.267,0,active,active,74
309,01:39:18.807,0,active,active,70
310,01:39:28.577,0,active,active,67
311,01:39:31.669,0,active,active,72
312,01:39:43.583,0,active,active,67
313,01:39:47.899,0,active,active,72
314,01:41:16.77,0,active,active,70
315,01:41:18.811,0,active,active,71
316,01:42:2.883,0,active,active,71
317,01:42:23.833,0,active,active,72
318,01:42:31.419,0,active,active,72
319,01:43:1.034,0,inactive,inactive,70
320,01:43:15.703,0,active,active,76
321,01:43:21.556,0,active,active,68
322,01:43:52.257,0,active,active,70
323,01:44:38.184,0,active,active,75
324,01:44:47.587,0,active,active,71
325,01:45:2.304,0,active,active,69
326,01:45:34.259,0,active,active,71
327,01:46:1.889,0,active,active,68
328,01:46:3.327,0,active,active,72
329,01:46:49.584,0,active,active,73
330,01:47:12.58,0,active,active,72
331,01:47:19.816,0,active,active,76
332,01:47:22.41,0,active,active,69
333,01:47:41.11,0,active,active,73
334,01:47:45.093,0,inactive,inactive,74
335,01:47:50.139,0,active,inactive,71
336,01:47:57.337,0,active,active,70
337,01:48:6.214,0,active,active,71
338,01:48:36.197,0,active,active,78
339,01:48:37.896,0,active,active,67
340,01:48:54.979,0,active,active,70
341,01:49:3.758,0,active,active,74
342,01:49:11.194,0,active,active,71
343,01:49:15.033,0,active,active,69
344,01:49:21.095,0,active,active,73
345,01:49:22.033,0,inactive,inactive,74
346,01:49:27.455,0,active,active,72
347,01:50:19.31,0,active,active,72
348,01:50:28.952,0,active,active,75
349,01:50:44.213,0,active,active,76
350,01:51:43.972,0,active,inactive,76
351,01:51:56.9,0,inactive,inactive,71
352,01:52:22.031,0,active,active,76
353,01:52:30.62,0,active,inactive,75
354,01:52:53.488,0,active,active,74
355,01:53:13.457,0,active,active,74
356,01:53:16.578,0,active,active,72
357,01:53:40.516,0,inactive,inactive,70
358,01:53:52.11,0,active,active,70
359,01:53:56.231,0,inactive,inactive,77
360,01:54:0.348,0,active,active,72
361,01:54:49.922,0,active,active,78
362,01:55:12.094,0,active,active,71
363,01:55:19.996,0,active,active,75
364,01:55:30.56,0,active,active,69
365,01:55:31.715,0,active,active,70
366,01:56:11.329,0,active,active,76
367,01:56:33.894,0,active,active,79
368,01:56:38.797,0,active,active,74
369,01:57:13.399,0,active,active,74
370,01:58:32.079,0,active,active,77
371,01:58:36.736,0,active,active,72
372,01:58:52.65,0,active,active,73
373,01:59:11.254,0,active,active,74
374,01:59:19.218,0,active,active,71
375,02:00:17.666,0,active,active,71
376,02:00:28.715,0,active,active,71
377,02:01:31.935,0,active,inactive,71
378,02:01:34.144,0,active,active,70
379,02:02:14.186,0,active,active,68
380,02:02:21.912,0,inactive,inactive,76
381,02:02:53.951,0,active,active,72
382,02:03:11.968,0,active,active,68
383,02:03:42.444,0,active,active,77
384,02:04:55.064,0,active,active,72
385,02:05:38.969,0,active,active,72
386,02:05:41.617,0,active,active,73
387,02:05:55.811,0,inactive,inactive,72
388,02:06:2.18,0,active,active,74
389,02:06:52.766,0,active,active,69
390,02:07:6.831,0,active,active,70
391,02:07:41.581,0,active,active,73
392,02:07:42.694,0,active,active,71
393,02:08:2.124,0,inactive,inactive,74
394,02:08:45.318,0,active,active,73
395,02:08:54.114,0,active,active,73
396,02:09:34.668,0,active,active,72
397,02:09:35.553,0,active,active,70
398,02:09:47.688,0,active,active,73
399,02:09:55.666,0,active,active,71
400,02:10:22.796,0,active,active,74
401,02:10:28.988,0,active,active,74
402,02:10:47.808,0,active,active,69
403,02:10:57.588,0,active,active,75
404,02:11:18.537,0,active,active,69
405,02:11:22.311,0,active,active,77
406,02:11:59.726,0,inactive,inactive,70
407,02:12:3.645,0,active,active,68
408,02:12:5.387,0,active,active,74
409,02:13:39.486,0,active,active,77
410,02:14:3.145,0,active,active,76
411,02:14:16.947,0,active,active,72
412,02:14:42.144,0,active,active,71
413,02:14:56.211,0,active,active,75
414,02:16:23.135,0,active,active,71
415,02:16:24.424,0,inactive,inactive,74
416,02:16:41.686,0,active,active,76
417,02:16:59.802,0,active,active,68
418,02:17:15.37,0,active,active,67
419,02:17:21.415,0,active,active,71
420,02:17:21.816,0,active,active,73
421,02:17:29.566,0,inactive,inactive,73
422,02:17:50.193,0,active,active,69
423,02:18:1.162,0,active,active,67
424,02:18:53.122,0,inactive,inactive,70
425,02:19:6.256,0,active,active,74
426,02:19:9.936,0,active,active,75
427,02:19:11.822,0,active,active,71
428,02:19:25.745,0,active,active,78
429,02:19:31.111,0,active,active,68
430,02:19:36.392,0,inactive,inactive,73
431,02:20:6.102,0,active,active,69
432,02:20:28.046,0,active,active,68
433,02:20:38.81,0,active,active,67
434,02:20:47.569,0,active,active,74
435,02:21:30.64,0,active,active,74
436,02:21:32.102,0,active,active,72
437,02:21:36.911,0,active,active,70
438,02:21:46.002,0,active,active,70
439,02:21:59.939,0,active,active,75
440,02:22:8.025,0,active,active,71
441,02:22:23.593,0,active,active,79
442,02:22:51.152,0,active,active,69
443,02:23:7.475,0,active,active,72
444,02:23:26.897,0,active,active,76
445,02:24:6.021,0,active,active,69
446,02:24:52.181,0,active,active,68
447,02:25:6.403,0,active,active,70
448,02:25:12.74,0,active,active,71
449,02:27:0.285,0,active,active,69
450,02:27:32.8,0,active,active,72
451,02:28:44.552,0,active,active,72
452,02:29:8.314,0,active,active,73
453,02:29:26.871,0,active,active,68
454,02:29:39.12,0,active,active,75
455,02:29:42.226,0,active,active,74
456,02:29:44.891,0,active,active,73
457,02:29:57.857,0,active,active,71
458,02:30:7.659,0,active,active,71
459,02:30:56.267,0,active,active,69
460,02:31:46.478,0,active,active,73
461,02:31:54.284,0,active,active,72
462,02:32:4.789,0,active,active,78
463,02:32:12.939,0,active,active,66
464,02:32:27.588,0,active,active,72
465,02:32:35.483,0,active,active,70
466,02:34:0.759,0,active,active,75
467,02:34:1.747,0,active,active,73
468,02:34:7.879,0,active,active,72
469,02:34:16.386,0,active,inactive,63
470,02:34:16.478,0,active,active,71
471,02:34:27.648,0,active,active,71
472,02:34:41.493,0,active,active,71
473,02:34:54.303,0,active,active,76
474,02:34:57.72,0,active,active,68
475,02:35:3.378,0,active,active,69
476,02:35:18.379,0,active,active,71
477,02:35:31.364,0,inactive,inactive,71
478,02:36:11.06,0,active,active,76
479,02:36:40.31,0,active,active,73
480,02:36:51.648,0,active,active,70
481,02:38:22.022,0,active,active,72
482,02:38:29.113,0,active,active,78
483,02:38:45.957,0,active,active,64
484,02:38:53.948,0,active,active,77
485,02:39:41.277,0,active,active,74
486,02:39:44.917,0,active,active,79
487,02:40:3.513,0,active,active,74
488,02:40:19.628,0,active,active,70
489,02:40:51.893,0,active,active,70
490,02:41:6.539,0,active,active,72
491,02:41:11.496,0,active,active,73
492,02:41:30.348,0,active,active,75
493,02:41:44.088,0,active,active,67
494,02:41:54.765,0,active,active,74
495,02:42:56.982,0,active,active,75
496,02:43:26.045,0,active,active,74
497,02:43:28.966,0,active,active,76
498,02:43:31.573,0,active,active,73
499,02:43:55.668,0,active,active,71
500,02:44:23.497,0,active,active,73
501,02:44:30.22,0,active,active,67
502,02:44:37.195,0,active,active,71
503,02:44:38.449,0,active,inactive,66
504,02:45:7.866,0,active,active,71
505,02:45:15.235,0,active,active,71
506,02:45:15.64,0,active,active,73
507,02:45:17.779,0,active,active,74
508,02:45:38.204,0,active,active,69
509,02:46:0.645,0,active,active,78
510,02:46:11.856,0,active,active,71
511,02:47:0.114,0,active,active,69
512,02:47:15.239,0,active,active,73
513,02:48:4.242,0,active,active,71
514,02:48:25.771,0,active,active,72
515,02:48:53.306,0,active,active,72
516,02:49:4.951,0,active,active,72
517,02:49:50.235,0,active,active,77
518,02:49:52.01,0,active,active,74
519,02:49:58.508,0,active,active,76
520,02:50:9.716,0,active,active,67
521,02:50:29.851,0,active,active,72
522,02:50:41.955,0,active,active,68
523,02:51:24.114,0,active,active,65
524,02:51:58.81,0,active,active,70
525,02:52:41.709,0,inactive,inactive,72
526,02:53:15.159,0,active,active,71
527,02:53:40.359,0,active,active,69
528,02:53:52.875,0,active,active,71
529,02:54:21.537,0,active,active,73
530,02:55:20.199,0,active,active,71
531,02:55:56.414,0,active,active,69
532,02:56:24.93,0,inactive,inactive,69
533,02:57:18.453,0,active,active,81
534,02:57:18.797,0,active,active,72
535,02:57:23.569,0,active,active,73
536,02:57:28.388,0,active,active,77
537,02:57:28.871,0,active,active,74
538,02:57:34.166,0,active,active,72
539,02:57:43.957,0,active,active,68
540,02:58:44.573,0,active,active,70
541,02:59:15.421,0,active,active,77
542,02:59:39.801,0,active,inactive,66
543,02:59:51.527,0,active,active,75
544,03:00:0.21,0,active,active,78
545,03:00:7.92,0,active,active,70
546,03:00:17.396,0,active,active,76
547,03:00:34.019,0,active,active,67
548,03:00:35.999,0,active,inactive,76
549,03:01:2.753,0,active,active,72
550,03:01:2.794,0,active,active,72
551,03:01:6.355,0,active,inactive,74
552,03:01:19.815,0,active,active,71
553,03:02:1.749,0,active,active,72
554,03:02:4.95,0,active,inactive,70
555,03:02:23.121,0,active,active,70
556,03:02:52.537,0,active,active,74
557,03:03:22.871,0,active,active,74
558,03:03:28.298,0,active,active,73
559,03:03:42.24,0,active,active,72
560,03:04:2.652,0,active,active,73
561,03:04:5.64,0,active,active,70
562,03:04:10.779,0,active,active,68
563,03:04:42.687,0,active,active,73
564,03:04:54.775,0,active,active,74
565,03:05:5.166,0,active,active,70
566,03:05:6.1,0,active,active,73
567,03:05:16.052,0,active,active,71
568,03:05:43.602,0,active,active,69
569,03:05:55.632,0,active,active,72
570,03:06:1.885,0,active,active,75
571,03:06:19.834,0,active,active,78
572,03:06:37.067,0,active,active,69
573,03:07:1.445,0,active,active,72
574,03:07:3.83,0,active,active,72
575,03:07:4.579,0,active,active,76
576,03:07:54.313,0,active,active,68
577,03:09:56.944,0,active,active,72
578,03:10:18.374,0,active,active,70
579,03:10:35.544,0,active,active,71
580,03:11:8.489,0,active,active,67
581,03:11:14.208,0,active,active,76
582,03:11:41.18,0,active,active,72
583,03:11:45.749,0,active,active,72
584,03:11:47.115,0,active,active,64
585,03:11:47.731,0,inactive,inactive,71
586,03:12:40.023,0,active,active,74
587,03:12:42.351,0,active,active,78
588,03:12:52.313,0,active,inactive,75
589,03:13:18.931,0,active,active,76
590,03:13:36.74,0,active,active,71
591,03:13:38.681,0,active,active,71
592,03:13:38.924,0,active,active,74
593,03:13:39.855,0,active,active,72
594,03:13:47.291,0,active,active,69
595,03:14:31.31,0,active,active,74
596,03:14:46.005,0,active,active,68
597,03:14:57.911,0,active,active,73
598,03:15:19.469,0,active,active,71
599,03:15:19.489,0,active,active,75
600,03:16:36.079,0,active,active,78
601,03:16:50.301,0,active,active,72
602,03:17:0.084,0,active,active,70
603,03:17:37.718,0,active,active,73
604,03:18:18.412,0,active,active,71
605,03:18:20.186,0,active,active,80
606,03:18:27.703,0,active,active,72
607,03:18:35.752,0,active,active,68
608,03:18:47.551,0,active,active,73
609,03:18:59.346,0,active,active,73
610,03:19:35.423,0,active,active,70
611,03:19:43.208,0,active,active,74
612,03:20:15.798,0,active,active,72
613,03:20:38.354,0,active,active,73
614,03:21:31.752,0,active,active,71
615,03:21:34.442,0,active,active,76
616,03:21:48.452,0,active,active,73
617,03:22:16.35,0,active,active,76
618,03:22:16.355,0,active,active,72
619,03:22:20.795,0,active,active,73
620,03:22:28.963,0,active,active,74
621,03:22:29.218,0,active,active,69
622,03:22:45.057,0,active,active,67
623,03:23:5.717,0,active,active,76
624,03:23:6.224,0,active,active,72
625,03:23:17.447,0,active,active,69
626,03:23:31.905,0,active,active,71
627,03:24:4.393,0,active,active,76
628,03:24:47.766,0,active,active,74
629,03:24:54.54,0,active,active,74
630,03:25:12.27,0,active,active,68
631,03:25:19.674,0,inactive,inactive,75
632,03:26:45.159,0,active,active,71
633,03:27:21.855,0,active,active,64
634,03:27:33.981,0,active,active,68
635,03:27:38.743,0,active,inactive,70
636,03:27:55.058,0,active,active,72
637,03:28:3.425,0,inactive,inactive,70
638,03:28:6.907,0,active,active,69
639,03:28:7.002,0,active,active,68
640,03:28:38.234,0,active,active,73
641,03:29:5.961,0,active,active,75
642,03:29:44.729,0,active,active,70
643,03:29:55.906,0,active,active,74
644,03:29:57.113,0,active,active,69
645,03:30:16.145,0,active,active,69
646,03:30:34.963,0,active,active,74
647,03:30:35.905,0,active,active,69
648,03:30:53.978,0,active,active,68
649,03:31:15.777,0,active,active,69
650,03:31:31.565,0,active,active,72
651,03:32:4.37,0,active,active,77
652,03:32:11.054,0,active,active,76
653,03:32:14.795,0,active,active,74
654,03:32:46.441,0,inactive,active,76
655,03:32:56.347,0,active,active,71
656,03:33:58.022,0,inactive,inactive,74
657,03:34:2.459,0,active,active,71
658,03:34:39.315,0,active,active,74
659,03:34:47.44,0,active,active,70
660,03:35:45.145,0,active,active,73
661,03:35:54.845,0,active,active,72
662,03:36:21.673,0,active,active,67
663,03:36:34.83,0,active,active,71
664,03:37:7.663,0,inactive,inactive,68
665,03:37:19.237,0,active,active,72
666,03:37:41.824,0,active,active,71
667,03:37:46.891,0,active,active,72
668,03:38:17.652,0,active,active,75
669,03:38:21.621,0,active,active,73
670,03:38:26.145,0,active,active,71
671,03:39:25.445,0,active,active,69
672,03:40:19.6,0,active,active,74
673,03:40:51.458,0,active,active,71
674,03:41:0.125,0,active,active,73
675,03:41:10.394,0,active,active,70
676,03:41:31.028,0,inactive,inactive,74
677,03:41:57.956,0,active,active,72
678,03:42:1.868,0,active,active,73
679,03:42:12.008,0,active,active,72
680,03:42:35.667,0,active,active,72
681,03:42:39.228,0,active,active,72
682,03:43:13.094,0,active,active,68
683,03:43:15.838,0,active,active,77
684,03:43:59.144,0,active,active,75
685,03:44:36.217,0,active,active,75
686,03:45:11.433,0,active,active,76
687,03:45:29.339,0,active,active,71
688,03:46:15.218,0,active,active,73
689,03:46:35.218,0,active,active,69
690,03:46:36.922,0,active,active,66
691,03:46:38.759,0,inactive,inactive,77
692,03:46:38.858,0,active,active,70
693,03:46:39.925,0,active,inactive,69
694,03:47:48.174,0,active,active,73
695,03:47:55.3,0,active,active,74
696,03:48:16.462,0,active,active,74
697,03:48:29.752,0,active,active,69
698,03:49:6.535,0,active,active,75
699,03:49:8.121,0,inactive,active,75
700,03:49:34.768,0,active,active,78
701,03:49:53.821,0,active,active,66
702,03:49:54.21,0,active,active,74
703,03:50:55.048,0,active,inactive,72
704,03:51:18.301,0,active,active,73
705,03:51:37.741,0,active,active,69
706,03:52:42.88,0,active,active,72
707,03:53:19.01,0,active,active,73
708,03:53:31.096,0,active,active,74
709,03:54:28.978,0,active,active,71
710,03:54:29.561,0,active,active,75
711,03:54:34.37,0,active,active,75
712,03:54:42.037,0,active,active,67
713,03:54:52.422,0,active,active,72
714,03:55:1.283,0,active,active,71
715,03:55:9.189,0,active,active,69
716,03:55:27.939,0,active,active,71
717,03:56:9.291,0,active,active,72
718,03:56:15.876,0,active,active,74
719,03:56:52.124,0,active,active,73
720,03:57:17.57,0,active,active,74
721,03:57:20.846,0,active,active,74
722,03:57:25.081,0,active,active,65
723,03:57:40.82,0,active,active,74
724,03:58:21.919,0,active,active,69
725,03:58:39.796,0,active,active,74
726,03:58:53.058,0,active,active,73
727,03:59:10.967,0,active,active,72
728,03:59:16.982,0,active,active,77
729,03:59:31.155,0,active,active,75
730,03:59:40.687,0,active,active,75
731,03:59:42.488,0,active,active,71
732,03:59:50.656,0,active,active,74
733,04:00:27.426,0,active,active,72
734,04:00:32.815,0,active,active,69
735,04:01:43.479,0,active,active,73
736,04:02:20.648,0,active,active,74
737,04:03:32.2,0,active,inactive,69
738,04:03:34.777,0,active,active,73
739,04:03:54.874,0,active,active,71
740,04:03:57.034,0,active,active,75
741,04:04:7.815,0,active,inactive,71
742,04:04:21.183,0,active,active,75
743,04:04:48.298,0,active,active,67
744,04:05:8.503,0,active,active,73
745,04:05:21.736,0,active,active,70
746,04:05:43.102,0,active,active,71
747,04:06:3.918,0,active,active,71
748,04:06:39.292,0,active,active,72
749,04:06:58.689,0,active,active,68
750,04:07:33.386,0,active,active,76
751,04:07:40.163,0,active,active,74
752,04:08:1.292,0,active,inactive,67
753,04:08:23.709,0,active,active,69
754,04:08:26.536,0,active,active,69
755,04:08:52.847,0,active,active,77
756,04:09:30.489,0,active,active,78
757,04:09:57.766,0,active,active,68
758,04:10:0.928,0,active,active,73
759,04:10:31.543,0,active,active,73
760,04:10:36.317,0,inactive,inactive,74
761,04:10:37.575,0,active,active,68
