Time,DayOfWeek,Motion,Acceleration,Temperature
16:57:46.521,0,active,active,75
16:52:27.938,4,active,active,79
04:02:27.485,1,active,active,81
13:17:7.568,3,active,active,81
10:04:31.099,3,active,active,85
12:48:27.347,1,active,active,77
14:46:45.462,3,active,active,84
00:59:20.252,0,active,active,83
09:18:44.132,0,inactive,inactive,81
10:57:26.117,2,active,active,83
10:23:2.357,3,active,active,82
00:33:50.186,2,active,active,80
11:33:45.426,1,active,active,78
15:27:16.573,2,active,active,83
03:16:36.079,0,active,active,77
09:40:51.449,0,inactive,inactive,81
15:14:7.653,4,active,active,80
04:20:29.896,1,active,active,78
03:14:31.31,0,active,active,75
02:41:35.105,2,active,active,79
10:04:32.591,2,active,active,84
00:25:9.404,0,active,active,82
13:52:0.633,0,active,active,84
03:20:26.944,1,active,active,79
01:45:42.428,1,active,active,81
03:44:36.217,0,active,active,79
09:03:28.374,3,active,inactive,79
09:17:21.677,0,active,active,79
02:32:37.19,1,active,active,81
01:08:2.025,3,active,active,82
01:06:40.166,2,active,inactive,80
11:27:39.596,3,active,active,82
09:58:54.133,3,active,inactive,80
10:16:11.109,3,active,active,80
09:17:43.092,1,active,inactive,85
11:08:6.212,3,active,active,77
16:02:39.992,3,active,active,84
04:42:22.112,2,active,inactive,77
16:29:27.193,0,active,active,87
04:36:24.624,3,active,active,80
01:46:52.375,4,inactive,inactive,78
10:51:0.215,4,active,active,82
10:22:38.599,3,active,active,80
09:08:53.511,0,active,active,80
15:47:10.8,4,active,active,81
10:24:18.351,1,active,active,77
14:14:49.981,4,inactive,inactive,83
12:54:58.332,1,active,active,78
15:24:57.779,0,active,active,82
04:31:29.055,0,active,active,80
04:37:34.858,2,active,active,84
15:34:24.267,1,active,active,78
02:54:37.674,3,active,active,77
16:23:9.062,1,active,active,81
15:12:48.355,3,active,active,83
01:49:31.557,2,active,active,82
13:41:13.62,0,active,active,80
02:55:56.414,0,active,active,78
09:26:28.798,0,active,active,79
22:51:19.605,3,active,active,83
02:02:5.767,3,active,active,85
12:12:27.725,4,active,active,79
01:16:58.648,2,inactive,inactive,80
11:40:9.574,3,active,active,77
04:35:24.743,2,active,active,80
13:39:24.251,4,active,active,85
01:01:0.864,2,active,active,87
00:18:1.74,0,active,active,83
14:47:7.658,0,active,active,84
00:12:28.92,3,active,active,79
13:42:7.482,0,inactive,inactive,79
02:41:48.475,1,active,active,82
07:37:56.54,3,active,active,84
00:19:7.229,0,active,active,80
00:56:56.227,2,active,active,78
04:37:54.281,0,inactive,inactive,77
04:59:6.387,3,active,active,85
11:10:0.235,1,active,active,85
16:05:52.555,0,active,inactive,84
13:19:41.364,2,active,active,85
16:50:1.564,0,active,active,73
04:31:10.833,2,active,active,82
13:49:12.147,2,active,active,80
01:48:27.679,1,active,active,72
11:59:27.511,0,active,active,80
04:23:28.901,4,inactive,inactive,81
11:26:26.558,2,active,active,79
00:40:45.277,3,active,active,82
04:42:9.382,4,active,active,78
14:50:43.487,2,active,active,86
10:38:18.013,4,active,active,79
10:30:15.234,3,active,active,79
02:10:14.429,3,active,active,84
02:21:3.148,3,active,active,88
14:12:32.325,1,active,active,81
02:37:22.158,4,active,active,81
12:21:35.321,3,active,active,82
15:05:13.919,0,active,active,80
04:53:27.868,4,active,active,78
00:40:54.994,4,active,active,85
13:40:23.625,0,active,active,81
16:51:48.27,4,active,active,72
15:31:36.575,1,active,active,78
10:21:35.273,0,active,active,81
03:08:21.62,3,active,active,87
09:46:27.98,0,active,active,79
00:17:30.727,3,active,active,85
14:46:0.22,0,active,active,79
08:25:16.136,4,active,active,80
03:51:37.741,0,active,active,82
18:42:19.48,4,active,active,79
13:53:35.147,0,active,active,77
12:39:5.568,1,active,active,76
15:42:33.743,0,active,active,80
17:05:57.76,3,active,active,74
09:11:55.186,3,active,active,76
13:46:46.261,4,active,active,81
12:09:34.517,2,active,active,80
00:19:32.734,3,active,active,76
00:42:17.516,3,active,active,83
15:03:7.028,3,active,active,76
02:20:48.628,1,active,active,79
15:02:10.749,0,active,inactive,82
03:58:13.217,2,active,active,80
03:30:50.499,1,active,inactive,85
11:34:42.481,1,active,active,82
00:39:48.068,1,active,active,75
12:29:33.12,4,active,active,83
16:34:59.93,4,active,active,82
02:09:21.85,4,active,active,84
01:02:47.033,1,active,active,83
01:09:9.507,1,active,active,80
12:37:39.637,1,active,active,80
16:28:51.268,0,active,inactive,83
08:41:18.267,2,active,inactive,79
01:35:44.424,0,active,active,78
03:14:56.479,4,active,active,86
00:57:39.463,2,active,active,83
00:58:32.204,4,active,active,82
15:30:9.746,2,active,active,81
01:47:50.529,3,active,active,78
04:00:32.815,0,active,active,83
02:14:16.947,0,active,active,77
03:54:53.081,4,active,active,80
02:36:12.109,4,active,active,84
16:01:47.057,1,active,active,80
04:28:57.894,1,active,active,79
04:29:6.368,1,active,active,75
10:10:0.047,4,active,active,80
17:09:26.139,2,active,active,89
10:39:58.348,2,active,active,86
11:49:6.952,3,active,active,84
00:01:55.033,1,active,active,82
13:03:1.398,1,active,active,84
00:36:44.706,0,active,active,81
02:20:11.816,3,active,active,78
01:21:2.816,2,active,active,83
10:04:15.11,2,active,inactive,79
11:58:11.613,0,active,active,85
11:18:12.642,0,active,active,81
01:37:14.115,2,active,active,82
10:58:37.955,0,active,active,83
00:27:7.841,3,active,active,86
11:16:18.444,2,active,active,81
01:09:10.593,0,inactive,inactive,77
00:28:5.987,2,active,active,83
04:31:26.121,4,active,active,79
12:03:12.228,4,inactive,inactive,83
00:12:50.105,4,active,active,78
15:19:0.962,4,active,active,83
09:41:24.336,1,active,active,79
13:56:57.371,4,active,active,83
15:08:4.583,3,active,active,76
11:15:3.791,4,active,active,76
00:50:5.979,1,active,active,77
01:24:30.136,3,active,active,80
09:42:5.424,0,active,active,79
02:55:4.243,2,active,active,73
03:58:12.555,1,active,active,74
12:03:24.289,0,active,active,81
02:03:13.233,1,active,active,82
00:09:22.167,4,active,active,82
00:38:25.472,2,active,active,81
02:08:2.124,0,inactive,inactive,76
05:09:57.007,0,active,active,81
02:47:33.469,3,active,active,85
03:47:13.382,2,active,active,83
03:18:56.385,4,active,active,83
02:29:57.34,1,active,active,80
01:52:41.635,1,active,active,84
13:10:8.258,3,active,active,83
02:43:8.224,3,inactive,inactive,81
02:45:15.64,0,active,active,85
08:49:7.422,0,active,active,80
15:49:18.648,0,active,active,82
03:39:56.684,2,active,active,82
17:46:53.448,1,active,active,80
02:57:18.453,0,active,active,85
15:45:9.316,2,active,active,84
03:04:49.352,3,active,active,85
12:56:44.084,0,active,active,79
01:41:34.397,3,active,active,87
00:30:30.565,4,active,active,82
10:27:41.783,0,active,active,80
15:31:34.096,0,active,active,77
01:18:42.729,1,active,active,87
07:34:53.865,1,active,active,82
00:56:43.044,3,active,active,79
14:47:36.74,0,active,active,79
09:09:36.908,2,active,active,78
11:52:12.555,0,active,active,75
16:22:22.715,2,active,active,81
11:58:35.06,1,active,active,81
00:13:3.343,0,inactive,inactive,92
16:31:13.33,3,active,active,86
15:11:35.71,2,active,active,77
02:56:59.526,4,active,inactive,79
13:19:51.948,0,active,active,80
10:39:23.068,0,active,active,77
20:15:34.671,1,active,active,79
04:07:6.076,4,active,active,79
04:58:24.249,0,active,active,77
11:41:20.544,1,inactive,inactive,82
00:49:20.678,0,inactive,inactive,79
19:15:8.782,0,active,active,83
03:30:53.978,0,active,active,80
03:16:30.79,2,active,active,83
14:58:54.626,4,active,active,87
10:46:35.746,1,active,inactive,85
00:33:41.696,2,active,active,79
03:57:0.067,4,active,active,83
03:42:2.733,3,active,active,77
01:17:1.848,3,active,inactive,82
01:08:43.523,3,active,active,79
02:33:9.165,4,active,active,79
12:04:0.743,0,active,active,85
11:39:10.958,3,active,active,85
09:38:58.292,2,active,active,82
03:14:59.924,1,inactive,inactive,78
10:12:11.593,2,active,active,82
15:01:28.31,2,active,active,71
02:14:29.134,1,active,active,82
03:53:27.104,3,active,active,80
00:37:6.698,0,active,active,80
03:59:20.39,2,active,active,76
12:14:20.261,0,active,active,86
00:25:5.065,1,active,active,78
09:30:55.757,0,inactive,inactive,82
03:28:52.277,4,active,inactive,85
14:45:37.406,2,active,active,78
13:27:44.747,2,inactive,inactive,84
03:27:33.981,0,active,active,82
12:33:48.507,1,active,active,78
03:31:35.954,4,active,active,84
16:57:57.539,3,active,active,81
01:42:2.883,0,active,active,80
09:32:7.724,0,active,active,81
03:11:56.254,1,active,active,77
08:19:1.088,3,active,active,85
22:56:4.138,2,active,active,83
13:16:22.977,3,active,active,78
01:34:2.18,4,active,inactive,79
00:44:2.514,1,active,active,77
01:18:4.626,2,active,active,83
16:27:50.263,2,active,active,76
02:58:44.573,0,active,active,74
13:46:33.621,4,active,active,78
09:45:0.994,3,active,active,83
14:00:55.132,0,active,active,84
01:47:45.093,0,inactive,inactive,81
14:00:46.253,2,active,active,85
03:30:45.719,2,active,active,86
03:05:5.166,0,active,active,81
16:39:35.26,0,active,active,79
01:21:3.343,4,active,active,76
09:20:30.354,3,active,active,83
13:19:10.845,4,active,active,80
10:56:40.311,3,active,active,81
02:21:19.897,1,active,active,80
14:24:30.856,1,active,inactive,81
11:12:43.36,0,active,active,86
14:22:7.694,0,active,active,87
01:05:59.763,2,active,active,81
01:15:42.868,0,active,active,83
01:02:49.151,0,active,active,83
13:23:30.499,2,active,active,79
15:36:7.58,0,active,active,75
03:19:13.545,4,active,active,85
10:12:15.862,3,active,active,81
04:56:26.963,3,active,active,81
01:40:50.642,3,active,inactive,85
04:22:17.196,3,active,active,79
16:54:3.367,0,active,active,82
14:42:52.799,4,active,active,79
04:30:41.59,3,active,active,77
10:35:38.138,4,active,active,80
01:16:50.336,4,active,active,80
09:36:58.316,4,active,active,79
14:04:24.667,3,active,active,80
15:23:52.168,3,active,active,80
15:43:22.37,4,active,active,74
15:33:31.907,2,active,active,81
14:17:35.848,2,active,active,77
14:01:37.72,4,active,active,80
03:40:31.057,2,active,active,79
15:55:27.238,1,active,active,76
02:52:11.5,4,active,active,84
00:19:29.807,1,inactive,inactive,83
12:36:23.373,3,active,active,85
12:59:2.561,0,active,active,74
15:34:21.958,0,active,active,79
09:04:45.217,1,active,active,79
18:20:16.699,2,active,active,79
15:37:51.892,1,active,active,80
01:43:42.764,4,active,active,86
16:09:33.343,2,active,active,83
04:36:12.425,0,active,active,76
09:41:38.302,2,active,active,83
10:50:13.764,0,active,active,81
13:46:51.856,1,inactive,inactive,77
00:04:24.495,2,active,active,81
04:39:44.763,1,active,active,82
04:22:1.313,1,active,active,79
07:22:47.795,0,active,active,80
01:36:15.92,3,active,active,75
03:20:37.262,4,active,active,87
01:34:54.78,1,active,active,80
00:58:35.177,1,active,active,81
16:40:39.965,1,active,inactive,83
14:03:57.236,2,active,active,83
04:12:36.052,3,active,active,76
14:26:53.961,0,active,inactive,82
10:22:9.292,0,active,active,83
03:39:18.006,1,active,active,80
01:19:24.933,4,active,active,81
03:02:8.443,1,active,active,81
16:47:36.386,1,active,active,82
04:59:16.752,1,active,active,78
13:22:4.478,0,active,active,75
00:14:9.946,3,active,active,81
00:12:50.735,1,active,active,77
13:59:55.754,4,active,active,80
03:59:59.93,1,active,active,78
13:04:24.011,2,active,active,83
03:40:2.186,2,active,active,80
12:00:10.835,4,active,inactive,77
04:26:27.017,2,active,active,77
13:56:49.369,0,active,active,79
03:15:34.017,4,active,active,81
16:06:24.46,2,inactive,inactive,82
04:34:8.577,3,active,active,80
16:35:34.353,1,active,active,83
00:11:8.848,4,active,active,78
18:32:26.049,3,active,active,79
01:21:37.99,4,active,active,88
02:06:52.766,0,active,active,79
02:01:40.553,1,active,active,80
13:50:1.341,4,inactive,inactive,75
11:51:12.875,3,active,active,78
02:39:58.708,3,active,active,79
10:11:13.21,1,active,active,81
11:08:59.534,0,active,active,79
13:52:31.119,0,active,active,83
16:56:19.552,2,active,inactive,79
03:42:52.001,3,active,active,84
11:22:51.722,3,active,active,77
02:40:46.851,3,active,active,78
09:23:16.514,1,active,active,77
02:45:17.779,0,active,active,80
00:42:57.335,1,active,active,78
10:59:24.081,1,active,active,80
09:57:6.142,0,active,active,85
01:19:34.127,1,active,active,85
15:11:50.538,4,active,active,81
15:35:42.99,3,active,active,79
15:43:17.417,2,active,active,83
02:08:11.152,2,active,active,81
16:38:14.996,3,active,active,79
03:43:15.838,0,active,active,82
15:47:31.855,0,active,active,84
03:38:30.059,4,active,active,79
16:38:38.808,1,inactive,inactive,82
00:29:31.765,1,active,active,75
00:57:21.712,4,active,active,76
15:22:46.421,3,active,inactive,80
09:15:27.52,2,active,active,77
13:13:12.843,4,active,active,85
04:55:45.118,1,active,active,80
04:03:56.544,4,active,active,84
04:33:27.432,4,active,active,83
01:45:43.638,3,active,active,79
03:31:22.868,4,active,active,80
10:12:13.589,2,active,active,80
16:42:40.049,1,active,active,77
16:28:24.175,2,active,active,80
15:49:5.528,1,active,active,80
04:30:36.624,4,active,active,83
04:53:29.609,1,active,active,80
02:58:6.029,3,inactive,inactive,80
04:33:40.471,2,active,active,83
16:56:1.825,0,active,active,78
02:52:3.457,1,active,active,79
00:12:19.455,4,active,active,83
04:19:44.158,4,active,active,84
16:08:59.694,2,active,active,81
01:54:28.555,4,active,active,74
04:49:55.912,4,active,active,83
02:18:4.481,4,active,active,81
09:03:9.998,4,active,active,84
04:58:59.454,1,active,inactive,90
00:39:14.636,2,active,active,84
22:50:50.138,4,active,active,80
00:17:0.169,1,active,active,83
13:57:46.904,3,active,active,79
00:16:29.066,4,active,active,84
12:45:15.467,1,inactive,inactive,79
02:40:21.685,3,active,active,83
13:25:8.362,2,active,active,83
03:21:36.568,1,active,active,76
09:07:47.726,3,active,active,76
13:59:17.861,1,active,active,81
10:26:4.553,4,active,active,80
05:44:48.741,1,active,active,75
11:50:41.007,4,active,active,82
15:51:4.73,3,active,active,85
04:54:38.599,4,active,active,83
10:12:10.562,1,active,active,84
12:25:43.698,3,active,active,83
14:00:5.36,1,active,active,79
04:22:18.126,1,active,active,85
01:57:21.12,4,active,active,81
12:55:15.603,4,active,active,79
03:28:2.847,2,active,active,80
12:35:21.166,1,active,active,80
04:32:2.633,2,active,active,81
11:28:13.881,2,active,active,85
16:59:23.011,0,active,active,80
20:10:59.078,1,active,active,84
00:57:46.513,4,active,active,82
09:40:11.168,3,active,active,82
00:46:16.735,1,active,active,78
14:54:58.36,1,inactive,inactive,75
04:47:4.025,2,active,active,80
19:07:55.442,2,active,active,82
04:23:56.287,2,active,active,81
15:40:29.335,4,active,inactive,77
11:52:9.673,3,active,active,80
01:57:32.123,1,active,active,80
10:13:46.531,2,active,active,80
14:15:26.14,0,active,active,78
15:46:22.244,1,active,active,80
00:40:17.098,1,active,active,84
02:30:7.659,0,active,active,78
02:19:32.824,4,active,active,81
12:43:16.109,4,active,active,82
08:29:3.767,2,active,active,82
10:22:29.848,1,inactive,inactive,81
11:40:50.636,0,active,active,78
16:53:4.366,4,active,active,74
11:16:45.479,3,active,active,84
15:31:41.596,3,active,active,85
01:33:0.353,2,active,active,79
12:54:22.217,4,active,active,80
17:43:25.168,2,active,active,83
03:28:19.268,4,inactive,inactive,84
00:35:32.735,1,active,active,85
00:44:55.626,0,active,active,84
00:44:41.808,0,active,active,80
11:50:11.26,2,active,active,79
04:01:1.107,2,active,active,81
04:42:2.922,2,active,active,79
09:28:27.32,3,active,active,85
09:06:28.184,3,active,active,77
03:05:27.782,1,active,active,77
01:18:22.057,4,active,active,80
10:09:53.52,2,active,active,82
15:16:13.615,4,active,active,81
00:46:19.274,1,active,active,80
18:28:9.231,0,active,active,75
11:06:3.965,0,active,active,81
01:24:29.818,2,active,active,82
04:49:57.352,0,active,active,79
16:12:38.304,3,inactive,inactive,77
16:44:49.89,1,active,active,78
11:47:55.07,3,active,active,86
05:18:9.753,0,active,inactive,78
12:09:10.391,3,active,active,81
16:53:1.036,4,active,active,73
15:29:34.335,3,active,active,78
12:34:24.897,1,active,active,81
14:36:34.223,0,active,active,80
11:53:33.749,0,active,active,79
04:46:50.33,3,active,active,76
14:15:4.975,1,active,active,81
01:48:50.016,3,active,active,79
16:31:34.999,3,active,active,78
00:56:27.346,0,active,inactive,80
11:56:29.772,0,active,active,79
15:32:15.555,1,active,active,84
00:43:47.61,3,active,active,80
11:53:36.159,1,active,active,78
18:07:2.274,4,active,active,81
09:41:14.314,3,active,active,79
10:49:25.152,0,active,active,80
00:50:42.24,0,active,active,77
14:00:37.502,4,active,active,75
11:27:39.867,1,active,active,76
08:18:40.104,2,active,active,74
15:38:42.656,2,active,active,77
03:44:30.081,3,active,inactive,79
15:34:34.344,2,active,active,77
04:59:42.522,4,active,active,84
11:00:38.539,1,inactive,inactive,77
01:08:32.156,4,active,active,84
06:43:44.825,4,active,active,85
17:24:8.746,0,active,active,83
04:39:37.541,4,active,active,76
14:22:9.275,0,inactive,inactive,79
13:10:23.192,2,active,inactive,74
11:52:49.935,3,active,active,80
14:45:3.444,2,active,active,81
15:32:20.065,2,active,active,83
12:43:42.081,4,active,active,78
00:06:2.485,3,active,active,83
04:46:12.205,0,active,active,80
10:20:6.234,3,active,active,78
09:28:45.549,2,active,inactive,78
01:31:58.425,2,active,active,84
01:49:22.033,0,inactive,inactive,87
04:10:13.034,2,active,active,78
02:26:44.448,4,active,active,76
16:31:49.873,4,active,active,81
15:24:46.972,2,inactive,inactive,75
14:59:55.123,3,active,active,80
01:00:43.717,0,active,active,73
14:51:14.93,3,active,active,80
04:41:48.858,2,active,active,82
04:01:18.856,1,active,active,82
02:25:46.01,4,inactive,inactive,81
02:48:56.996,1,active,active,77
02:39:2.047,3,active,active,83
02:06:42.59,2,active,active,77
10:46:47.63,4,active,active,80
04:23:18.06,2,active,active,79
10:09:41.912,4,active,active,79
03:08:25.708,2,active,active,76
09:46:18.541,1,active,active,81
16:00:47.389,4,active,active,79
04:14:21.903,3,active,active,83
11:12:21.321,1,inactive,inactive,85
10:54:56.515,3,active,active,76
14:26:20.075,4,active,active,80
04:04:57.902,2,active,inactive,83
12:43:39.26,2,active,active,85
12:15:10.387,4,active,active,86
12:04:2.447,2,active,active,78
03:26:45.6,3,active,active,80
16:23:26.593,2,active,active,79
14:45:3.144,0,inactive,active,84
00:35:45.416,2,active,active,76
02:19:6.256,0,active,active,76
00:40:10.968,0,active,active,78
09:21:13.35,3,active,active,78
10:07:44.298,2,active,active,76
01:03:5.947,2,active,active,75
04:08:10.848,1,active,active,80
14:27:45.233,3,active,active,85
16:57:43.132,1,active,active,81
15:01:0.246,0,active,active,78
00:02:52.035,4,active,active,82
15:58:17.516,1,active,active,82
03:18:38.12,3,active,active,81
03:26:4.781,3,inactive,inactive,81
03:16:0.955,1,active,active,78
04:21:50.905,0,active,active,79
00:04:17.452,4,active,active,83
02:46:11.856,0,active,active,79
12:05:1.305,0,active,active,77
00:24:0.205,1,active,active,83
00:14:23.528,0,active,active,84
00:06:41.04,4,active,active,80
13:17:36.83,4,active,active,83
03:01:43.63,1,active,active,75
11:10:49.071,0,active,active,83
03:51:26.318,2,active,active,82
11:45:31.652,3,active,active,84
00:32:28.689,1,active,active,82
04:40:36.137,0,active,active,78
01:11:49.19,3,active,active,83
04:42:25.048,3,active,active,81
04:44:34.944,3,active,active,73
16:59:59.143,3,active,active,79
03:13:8.984,3,active,active,82
12:46:6.12,4,active,active,76
09:39:28.485,0,active,active,85
00:38:22.669,3,active,active,80
15:19:53.187,3,active,active,79
11:24:9.765,2,active,active,78
15:06:42.619,4,active,active,79
00:39:35.321,2,active,active,76
01:47:50.601,4,active,active,87
13:03:51.857,3,active,active,83
12:57:21.463,1,active,active,85
15:11:31.199,1,active,active,78
02:18:30.717,4,active,active,84
01:18:56.512,2,inactive,inactive,81
04:43:41.434,3,active,active,82
11:56:34.917,1,active,active,80
11:34:42.032,3,active,active,76
04:52:40.529,3,active,active,80
21:10:27.388,0,active,active,79
03:55:13.241,2,active,active,81
01:45:34.259,0,active,active,77
09:23:47.194,1,active,active,81
13:04:33.393,3,active,active,79
15:54:27.992,1,active,active,82
00:08:19.25,0,active,active,80
03:52:8.335,3,active,active,84
13:05:30.815,1,active,active,81
16:08:51.411,3,active,active,78
03:08:42.904,4,active,active,79
10:31:29.188,3,active,active,80
01:02:20.629,2,active,active,81
15:58:41.154,0,active,active,80
01:44:1.352,4,active,active,87
09:19:58.805,0,inactive,active,79
02:42:8.064,3,active,active,80
15:08:33.799,1,active,active,79
15:12:34.777,3,active,active,83
13:09:6.564,2,active,active,79
12:21:21.765,1,active,active,80
11:28:12.431,4,active,active,83
10:09:33.643,2,active,active,82
13:38:41.298,0,active,active,82
02:45:2.397,2,active,active,80
09:54:30.552,4,active,active,75
03:21:50.381,3,active,active,85
12:31:22.172,2,active,active,80
01:56:11.329,0,active,active,83
01:33:10.18,0,active,active,82
02:03:32.607,4,inactive,inactive,81
10:35:15.367,3,active,active,80
04:12:4.069,1,active,active,80
04:36:46.105,1,active,active,77
13:27:31.657,1,active,active,80
01:29:47.959,1,active,active,84
03:50:30.461,1,active,active,83
11:21:40.057,0,active,active,81
04:15:11.399,0,active,active,78
11:47:34.075,2,active,active,80
04:20:27.682,3,active,active,83
20:38:41.685,3,active,active,82
00:09:47.866,1,active,active,78
04:36:15.048,4,active,active,83
13:14:33.222,4,active,active,74
13:41:13.141,0,active,active,78
04:46:24.925,2,active,active,85
02:55:15.305,4,active,active,82
11:00:41.625,3,active,active,79
09:23:4.53,1,active,active,82
09:37:17.326,2,active,active,86
03:48:23.452,1,active,active,82
01:35:6.511,1,active,active,77
16:10:54.267,3,active,active,83
03:23:5.717,0,active,active,80
03:37:1.619,3,active,active,78
04:10:13.636,4,active,active,79
00:37:12.085,3,active,active,80
00:21:11.938,1,active,active,82
09:40:35.494,2,active,active,82
02:51:58.039,1,inactive,inactive,81
00:55:18.019,3,active,active,83
12:09:23.214,4,active,active,79
01:49:44.507,3,active,active,78
03:27:44.472,1,inactive,inactive,76
10:07:4.518,2,active,active,84
12:03:48.33,3,active,active,81
03:47:22.539,3,active,active,82
14:07:15.937,0,active,active,83
23:34:10.105,4,active,active,81
14:42:34.513,4,active,active,81
04:58:57.254,4,active,active,79
03:09:35.667,2,inactive,inactive,84
03:15:9.313,2,active,active,81
16:20:49.967,2,active,active,82
09:40:50.74,3,active,active,77
14:24:27.461,1,inactive,inactive,80
15:57:22.892,3,active,active,84
15:31:51.213,1,active,inactive,79
00:35:35.351,2,inactive,inactive,81
10:54:53.492,4,active,active,79
14:02:48.029,2,active,active,77
11:14:29.264,1,inactive,inactive,82
04:53:26.511,4,active,active,84
06:56:6.851,3,active,active,82
12:10:15.106,4,active,active,82
03:24:9.502,2,active,active,77
01:55:18.476,1,active,active,81
02:32:46.145,2,active,inactive,79
00:04:22.213,4,active,active,80
03:03:21.012,1,active,active,80
00:57:5.436,1,active,active,86
00:57:28.223,1,active,active,82
23:58:24.554,0,active,inactive,75
03:15:48.381,1,active,active,85
01:10:43.661,4,active,active,81
01:19:2.566,4,active,active,81
03:42:29.204,4,active,active,80
14:04:42.075,4,active,active,83
08:16:55.406,2,active,active,82
11:40:3.359,0,active,active,81
04:51:26.251,4,active,active,82
04:03:49.558,1,active,active,79
04:51:54.864,1,active,active,83
09:15:22.478,1,active,active,83
13:10:31.385,4,active,active,82
10:03:56.238,1,active,active,89
01:53:13.457,0,active,active,84
15:18:42.855,3,active,active,80
03:51:18.301,0,active,active,83
04:51:36.328,4,active,active,79
11:15:14.028,2,active,active,81
02:41:18.325,3,active,active,84
12:11:43.249,3,active,active,80
04:43:32.245,2,active,active,78
02:12:3.645,0,active,active,83
16:43:26.943,4,active,active,82
20:39:52.234,1,active,active,80
04:38:5.152,0,active,inactive,80
15:25:27.763,3,active,active,79
09:11:50.869,4,active,active,81
04:29:25.295,1,active,active,86
01:06:1.237,1,active,active,79
11:09:10.185,1,active,active,79
03:04:38.654,1,active,active,78
04:09:27.132,1,active,active,81
03:07:54.313,0,active,active,81
04:06:7.371,2,active,active,83
16:51:4.204,1,active,active,79
12:40:5.885,2,active,active,82
16:00:25.925,3,active,active,84
03:35:10.096,3,active,active,78
13:18:49.628,1,active,active,83
10:14:44.562,3,active,active,83
14:04:2.77,1,active,active,83
