Time,DayOfWeek,Motion,Acceleration,Temperature
08:39:19.821,0,inactive,inactive,69
17:20:15.53,5,inactive,active,70
04:48:18.22,4,inactive,inactive,70
22:09:15.435,1,inactive,inactive,72
08:30:13.224,5,active,active,74
19:23:25.904,2,inactive,inactive,73
15:32:4.311,1,inactive,inactive,71
16:48:31.512,1,inactive,inactive,69
01:34:41.661,5,inactive,inactive,74
14:16:49.45,5,inactive,inactive,76
23:47:56.989,6,inactive,inactive,71
03:58:38.599,6,inactive,inactive,66
16:01:33.195,4,inactive,inactive,74
23:14:1.834,2,inactive,active,69
20:37:15.945,1,inactive,inactive,73
12:40:3.602,1,inactive,inactive,77
00:09:4.206,1,inactive,inactive,75
11:16:44.579,4,inactive,inactive,69
19:35:43.961,1,inactive,inactive,71
11:21:14.384,0,inactive,inactive,74
07:20:41.069,3,inactive,inactive,70
00:46:31.023,1,inactive,active,73
19:29:34.146,4,inactive,inactive,73
11:51:8.709,3,inactive,inactive,75
03:23:24.794,2,inactive,inactive,79
05:34:59.398,0,inactive,active,69
20:41:41.29,1,inactive,inactive,75
19:08:8.34,2,active,active,70
02:04:19.154,5,inactive,inactive,73
11:25:51.522,3,inactive,inactive,73
17:35:52.041,4,inactive,inactive,73
17:53:0.045,4,inactive,inactive,71
07:21:4.265,2,inactive,inactive,69
17:10:34.14,3,inactive,inactive,73
08:14:15.077,0,inactive,inactive,74
06:42:48.825,0,inactive,inactive,70
05:16:43.699,5,active,active,73
19:23:21.062,1,inactive,active,73
22:27:41.988,4,inactive,inactive,67
04:54:6.931,0,inactive,inactive,73
21:11:1.454,3,inactive,inactive,75
12:19:38.38,0,inactive,inactive,66
18:45:19.089,5,inactive,inactive,73
20:17:23.309,2,active,active,75
15:11:6.105,6,inactive,inactive,72
00:55:54.575,0,inactive,inactive,69
19:26:21.258,2,inactive,inactive,71
20:23:5.838,5,inactive,inactive,73
17:38:41.356,5,inactive,active,71
14:53:49.367,3,inactive,inactive,74
00:26:0.943,3,inactive,active,75
20:49:27.717,0,inactive,inactive,78
07:03:8.927,4,inactive,active,65
23:14:39.079,3,inactive,inactive,71
22:44:35.354,1,inactive,inactive,71
22:00:39.555,4,inactive,inactive,74
12:02:58.146,6,inactive,inactive,77
19:13:25.954,0,inactive,active,76
18:11:54.778,3,inactive,inactive,67
11:37:52.361,0,inactive,inactive,76
05:04:0.168,4,inactive,inactive,70
04:55:36.344,6,inactive,inactive,70
18:01:57.477,5,inactive,inactive,72
07:28:11.406,5,inactive,inactive,68
18:17:34.585,3,inactive,inactive,73
02:06:23.063,3,inactive,inactive,71
04:50:49.711,0,inactive,inactive,70
07:20:24.474,0,inactive,inactive,71
05:21:27.208,6,inactive,inactive,75
23:45:37.584,6,inactive,inactive,74
09:39:38.892,2,inactive,inactive,72
18:12:6.672,3,active,active,76
08:04:13.04,1,inactive,inactive,72
10:44:7.102,2,inactive,inactive,72
22:55:40.518,1,inactive,inactive,64
19:38:41.509,6,inactive,inactive,70
03:21:5.182,1,inactive,inactive,68
15:25:34.797,3,inactive,inactive,75
16:50:14.052,5,active,active,75
06:08:6.375,5,inactive,active,76
00:14:44.285,6,inactive,active,71
11:50:17.443,4,inactive,inactive,76
16:12:5.094,5,inactive,inactive,71
09:01:27.531,6,active,active,70
02:57:20.188,6,inactive,inactive,73
06:25:4.007,2,active,active,70
09:20:55.879,5,inactive,inactive,71
08:33:3.756,1,inactive,inactive,73
08:03:17.938,1,inactive,inactive,69
07:41:38.895,0,inactive,inactive,77
05:02:50.039,3,inactive,inactive,73
18:09:25.133,6,inactive,active,73
05:21:1.515,1,active,active,68
08:55:52.813,6,inactive,inactive,69
17:12:54.093,4,inactive,inactive,74
03:15:39.002,0,inactive,inactive,75
17:42:42.043,5,inactive,inactive,70
06:36:14.38,1,inactive,inactive,77
14:13:52.309,6,inactive,inactive,70
21:35:39.082,6,inactive,inactive,77
20:59:57.076,2,inactive,inactive,74
12:10:57.059,6,active,active,70
23:01:25.988,4,active,active,73
09:37:50.244,4,inactive,inactive,68
10:09:10.104,6,inactive,inactive,76
13:16:51.223,5,active,inactive,76
13:15:0.806,3,inactive,inactive,74
23:53:46.067,1,inactive,inactive,69
12:40:26.374,3,inactive,inactive,76
17:18:47.461,5,inactive,inactive,70
19:34:42.253,3,active,active,74
03:27:38.506,1,inactive,active,77
09:35:29.734,2,inactive,active,71
22:50:52.621,0,inactive,inactive,73
02:08:12.025,6,inactive,inactive,71
10:56:23.365,2,inactive,inactive,77
04:55:26.589,0,inactive,inactive,69
00:33:0.485,4,inactive,inactive,75
15:12:47.712,4,inactive,active,74
09:29:34.591,2,inactive,inactive,70
07:04:49.716,2,inactive,inactive,71
04:53:16.105,6,inactive,inactive,68
10:07:21.958,1,inactive,inactive,72
22:52:16.476,5,inactive,inactive,80
13:56:46.979,2,inactive,inactive,73
20:17:23.217,3,inactive,inactive,72
18:07:3.484,0,inactive,inactive,78
10:31:56.445,5,inactive,inactive,71
07:51:24.057,5,inactive,inactive,77
04:10:52.311,4,inactive,active,76
17:30:58.932,2,inactive,inactive,70
18:56:30.429,6,inactive,inactive,77
14:38:11.456,1,inactive,inactive,71
18:22:22.856,1,inactive,inactive,80
17:16:59.807,5,inactive,inactive,75
00:49:6.87,5,inactive,inactive,68
17:46:27.766,5,inactive,inactive,69
04:34:19.59,3,inactive,inactive,75
12:55:53.75,3,inactive,inactive,68
10:19:0.706,0,inactive,inactive,70
11:35:11.227,4,inactive,inactive,72
10:22:45.091,1,inactive,active,77
05:24:45.864,4,inactive,inactive,72
04:08:51.264,0,active,inactive,70
02:17:18.163,3,inactive,inactive,73
01:17:39.911,3,inactive,inactive,70
07:40:42.825,6,inactive,inactive,73
14:40:40.981,0,inactive,inactive,66
17:32:24.826,1,inactive,inactive,74
12:40:17.963,4,inactive,inactive,74
19:32:2.311,2,inactive,inactive,74
11:16:4.23,0,inactive,inactive,73
22:16:47.423,3,inactive,inactive,74
05:07:44.269,6,active,active,74
21:24:6.589,0,inactive,inactive,74
01:41:16.983,5,inactive,active,67
02:03:34.974,5,inactive,inactive,70
13:37:5.593,1,inactive,inactive,73
16:18:25.062,6,inactive,inactive,71
09:54:21.998,5,inactive,inactive,71
11:55:31.309,0,inactive,inactive,69
03:20:8.561,4,active,active,71
01:33:53.094,2,active,active,74
04:42:43.715,1,inactive,inactive,68
20:39:54.172,1,inactive,inactive,71
03:05:36.296,4,inactive,inactive,77
09:27:38.915,2,inactive,inactive,75
02:35:28.524,1,inactive,inactive,77
10:32:12.468,5,inactive,inactive,71
21:35:10.51,2,inactive,inactive,74
01:19:51.471,2,inactive,inactive,75
08:57:37.259,6,inactive,inactive,72
06:36:0.475,3,inactive,inactive,72
19:44:35.679,3,inactive,inactive,74
09:12:15.549,2,inactive,inactive,73
15:51:5.446,3,inactive,inactive,67
22:24:31.99,0,inactive,inactive,72
00:22:3.519,6,inactive,inactive,72
17:03:8.394,4,inactive,inactive,73
09:20:57.543,2,inactive,active,73
09:36:27.06,2,inactive,inactive,72
12:13:2.177,1,inactive,inactive,71
23:46:33.953,2,inactive,inactive,76
14:02:23.341,1,inactive,inactive,72
12:52:34.731,0,inactive,inactive,71
21:53:26.207,2,inactive,inactive,71
17:41:9.676,3,inactive,inactive,78
13:46:52.964,2,inactive,inactive,72
01:46:23.646,5,inactive,inactive,73
00:59:1.845,3,inactive,inactive,70
17:07:32.639,5,inactive,active,75
14:03:43.155,6,active,inactive,73
13:53:59.662,1,inactive,inactive,76
18:18:25.521,3,inactive,inactive,73
02:00:0.734,4,inactive,inactive,77
20:27:57.289,0,inactive,inactive,72
05:17:49.12,6,inactive,inactive,71
14:18:21.592,5,inactive,inactive,71
00:05:34.38,1,inactive,inactive,72
05:09:31.092,5,inactive,inactive,70
05:45:22.378,0,inactive,inactive,77
04:01:0.094,0,inactive,inactive,74
06:34:45.809,5,inactive,inactive,78
11:31:0.858,6,inactive,inactive,71
08:50:50.247,2,active,active,72
05:20:44.741,6,inactive,inactive,70
12:53:37.841,2,inactive,inactive,73
17:14:37.95,3,inactive,inactive,74
01:30:32.733,6,inactive,active,71
01:23:38.426,3,inactive,inactive,73
11:41:29.84,2,inactive,inactive,77
21:56:28.875,1,inactive,active,71
14:38:1.039,6,active,active,74
14:03:4.061,6,inactive,inactive,70
18:01:35.116,5,inactive,inactive,74
08:37:48.592,3,inactive,inactive,71
04:57:5.682,0,active,active,76
02:43:7.493,6,inactive,inactive,71
00:53:28.388,4,inactive,inactive,73
00:53:50.28,2,inactive,inactive,69
12:37:41.459,1,inactive,inactive,76
15:25:2.061,0,inactive,inactive,77
12:48:34.431,1,inactive,inactive,71
12:41:43.281,2,inactive,inactive,74
19:59:48.615,0,inactive,inactive,74
01:46:52.504,0,active,active,72
02:11:35.403,5,inactive,inactive,69
07:37:53.312,4,inactive,active,74
23:59:56.307,0,inactive,inactive,79
06:38:55.11,3,inactive,inactive,72
07:08:49.08,2,inactive,inactive,68
00:28:49.736,0,inactive,inactive,71
04:45:4.317,3,active,active,75
17:09:32.021,2,inactive,inactive,72
09:49:1.286,4,inactive,inactive,69
04:46:40.948,4,inactive,inactive,75
08:11:37.122,5,inactive,inactive,71
20:17:58.34,0,inactive,inactive,69
11:47:26.775,6,inactive,inactive,75
08:23:51.782,0,inactive,inactive,65
10:40:57.101,1,inactive,inactive,74
03:59:9.017,6,inactive,inactive,73
14:12:3.633,1,inactive,inactive,72
17:43:30.832,3,inactive,inactive,75
16:05:53.739,5,inactive,inactive,76
10:05:18.902,0,inactive,inactive,74
17:42:50.859,6,active,active,75
14:13:29.719,3,inactive,inactive,73
06:38:29.023,4,inactive,inactive,68
00:31:25.808,5,inactive,inactive,73
19:20:44.995,3,inactive,inactive,70
10:03:11.38,6,active,active,69
05:25:55.935,5,inactive,inactive,75
16:56:36.628,3,inactive,inactive,73
04:43:46.645,1,inactive,inactive,78
09:52:12.295,5,active,active,74
04:28:6.593,2,inactive,inactive,67
16:26:11.18,2,active,active,75
05:14:49.042,0,inactive,inactive,72
03:30:18.529,0,inactive,inactive,67
05:46:24.732,0,inactive,inactive,70
18:33:40.821,4,inactive,inactive,70
07:09:37.015,6,inactive,inactive,75
04:43:16.781,4,inactive,inactive,75
08:56:55.546,4,inactive,inactive,74
02:00:5.674,6,inactive,inactive,68
07:51:13.523,4,active,active,72
10:22:2.652,3,inactive,inactive,71
08:17:45.347,1,inactive,inactive,73
19:42:36.293,6,inactive,inactive,72
20:50:27.859,3,inactive,inactive,72
03:18:38.175,6,inactive,inactive,73
13:37:8.382,6,inactive,inactive,70
13:03:56.56,4,inactive,inactive,70
17:58:19.183,0,inactive,active,72
19:23:21.849,2,inactive,inactive,71
07:50:1.858,2,inactive,inactive,70
00:37:1.066,0,inactive,inactive,71
21:10:32.087,3,inactive,inactive,73
05:39:34.644,2,inactive,inactive,75
12:46:6.156,5,inactive,inactive,77
06:55:30.268,2,active,active,70
11:42:22.755,5,inactive,inactive,72
14:31:16.469,1,inactive,inactive,74
06:22:7.049,5,inactive,inactive,73
04:27:52.139,0,inactive,inactive,73
11:25:0.247,0,inactive,inactive,71
07:09:10.305,4,inactive,inactive,71
03:41:19.023,0,inactive,inactive,63
21:16:58.44,0,inactive,inactive,73
23:29:14.809,6,active,active,71
19:07:36.049,1,inactive,active,75
20:02:38.877,0,inactive,active,73
16:21:17.031,1,inactive,inactive,76
03:05:49.625,1,inactive,inactive,74
15:24:32.458,5,inactive,inactive,69
11:32:28.698,5,inactive,inactive,71
19:33:8.627,2,inactive,inactive,75
10:54:37.33,1,inactive,inactive,73
18:36:30.598,2,inactive,inactive,68
16:51:47.501,3,inactive,inactive,75
10:43:30.035,5,inactive,inactive,73
17:39:40.187,2,inactive,inactive,73
10:47:27.25,3,inactive,active,70
19:11:24.782,4,inactive,inactive,72
21:54:4.721,1,inactive,inactive,74
21:46:42.356,5,inactive,inactive,74
14:15:49.551,6,inactive,inactive,66
12:35:40.763,5,active,active,71
14:51:39.413,0,inactive,inactive,71
04:01:12.562,0,inactive,inactive,74
08:30:43.798,5,inactive,inactive,72
12:11:42.236,6,inactive,inactive,73
20:38:50.91,5,inactive,inactive,72
08:08:28.093,3,inactive,inactive,71
17:50:14.393,6,inactive,inactive,69
11:59:20.094,2,inactive,inactive,71
19:01:56.274,2,active,active,80
09:46:25.793,6,inactive,inactive,70
00:00:44.593,0,inactive,inactive,73
10:44:59.814,4,inactive,inactive,75
11:28:55.594,6,inactive,inactive,76
05:31:11.772,1,inactive,inactive,70
15:30:39.901,5,inactive,inactive,75
12:51:18.408,5,inactive,inactive,72
17:38:9.788,4,inactive,inactive,76
03:50:20.852,0,inactive,inactive,73
06:57:2.61,0,inactive,inactive,73
21:31:52.908,6,inactive,inactive,77
14:32:57.752,1,inactive,inactive,75
23:24:46.977,3,inactive,inactive,71
14:58:12.263,5,inactive,inactive,73
17:05:18.498,6,inactive,inactive,66
20:10:32.338,2,inactive,inactive,78
09:15:9.041,3,inactive,inactive,72
10:25:42.735,2,inactive,inactive,65
20:04:24.723,2,inactive,inactive,69
12:47:42.828,5,inactive,inactive,70
18:08:18.299,5,inactive,inactive,72
00:49:52.854,6,inactive,inactive,75
18:39:13.419,1,inactive,inactive,67
19:16:43.394,0,inactive,inactive,76
00:34:41.114,6,inactive,inactive,73
04:39:54.833,1,inactive,inactive,70
18:33:53.052,5,inactive,inactive,79
12:10:7.149,6,inactive,inactive,71
12:22:10.126,0,inactive,inactive,74
23:37:5.909,6,active,active,74
21:36:19.329,2,inactive,inactive,74
22:27:47.479,5,inactive,inactive,69
20:11:5.582,3,inactive,active,70
08:48:48.935,6,inactive,inactive,74
03:45:44.113,4,inactive,inactive,73
14:58:0.534,4,inactive,inactive,76
22:00:25.129,0,inactive,inactive,73
07:38:29.766,4,inactive,inactive,75
18:26:4.495,0,active,active,71
07:04:38.542,2,inactive,inactive,71
20:57:25.482,4,inactive,inactive,76
20:17:12.607,1,inactive,active,72
21:52:45.309,6,inactive,inactive,69
21:01:26.176,3,inactive,inactive,73
02:28:41.274,2,inactive,inactive,72
08:38:56.795,6,inactive,inactive,72
03:39:29.629,3,inactive,inactive,66
08:57:9.595,4,inactive,inactive,73
18:55:8.159,6,inactive,inactive,76
06:47:21.994,1,inactive,inactive,75
17:01:32.465,2,inactive,inactive,71
17:52:45.418,4,inactive,inactive,75
12:59:52.86,6,inactive,inactive,70
10:41:5.502,0,inactive,inactive,72
22:29:52.923,1,inactive,active,73
01:25:51.906,3,inactive,active,76
09:55:49.981,2,inactive,inactive,70
09:27:8.233,2,inactive,inactive,72
11:46:15.585,3,inactive,inactive,70
10:05:41.981,5,inactive,inactive,70
18:04:24.224,4,inactive,inactive,77
07:00:17.952,3,inactive,inactive,70
01:00:23.668,0,inactive,inactive,71
15:42:11.16,3,inactive,inactive,72
21:05:54.682,1,inactive,inactive,76
11:20:29.478,2,inactive,inactive,72
20:42:8.873,2,inactive,inactive,67
22:59:57.975,2,active,active,72
23:56:6.663,1,inactive,inactive,70
19:51:52.273,5,inactive,inactive,76
15:42:41.299,6,inactive,inactive,73
07:11:4.07,1,inactive,inactive,66
23:54:14.934,3,inactive,inactive,72
16:50:47.977,5,inactive,inactive,70
15:16:27.85,3,inactive,inactive,70
23:05:32.475,6,inactive,inactive,67
09:11:6.823,3,inactive,inactive,74
07:44:52.812,5,active,active,80
00:22:45.564,1,inactive,inactive,75
11:50:48.177,4,inactive,inactive,72
03:27:30.485,4,inactive,inactive,71
15:22:25.11,0,inactive,inactive,80
06:23:58.93,4,inactive,inactive,79
02:57:23.436,3,inactive,inactive,73
21:32:50.033,3,active,active,74
21:49:27.486,0,inactive,inactive,71
07:30:43.186,3,inactive,inactive,72
16:36:46.442,6,inactive,inactive,68
00:46:3.558,3,inactive,active,73
09:09:30.784,3,inactive,inactive,80
12:21:5.482,6,inactive,active,73
07:32:40.823,4,inactive,inactive,71
15:41:17.755,6,inactive,inactive,69
20:22:2.594,0,inactive,inactive,73
18:13:11.811,5,inactive,inactive,78
18:54:35.595,4,inactive,inactive,70
01:47:48.796,3,inactive,inactive,75
02:59:23.948,3,inactive,inactive,72
18:58:30.392,6,active,active,66
05:09:19.71,0,inactive,inactive,71
05:59:43.126,5,inactive,inactive,71
17:34:27.886,5,inactive,inactive,76
00:29:27.392,4,inactive,inactive,72
01:36:52.445,3,active,active,71
03:17:46.106,0,inactive,inactive,78
01:12:35.573,5,inactive,inactive,73
17:52:38.139,4,inactive,inactive,79
15:29:10.691,2,inactive,inactive,69
00:41:29.012,1,inactive,inactive,73
14:27:41.244,6,inactive,inactive,74
11:55:17.197,4,inactive,inactive,67
06:58:46.319,2,inactive,inactive,70
00:47:11.382,2,active,active,67
03:39:42.788,3,inactive,inactive,66
00:21:38.536,3,inactive,active,76
13:47:58.414,2,inactive,inactive,72
14:33:15.138,5,inactive,inactive,75
07:23:57.789,6,inactive,inactive,75
01:04:11.754,6,inactive,active,76
17:18:56.372,6,inactive,inactive,71
02:49:24.986,0,inactive,active,75
07:34:17.688,5,inactive,inactive,66
08:02:52.251,3,inactive,inactive,70
07:26:13.607,4,inactive,inactive,73
06:04:13.899,3,inactive,inactive,75
16:17:57.194,6,inactive,active,75
11:04:58.402,4,inactive,inactive,66
07:24:32.133,0,inactive,inactive,73
22:35:48.639,3,inactive,inactive,75
19:53:59.499,1,inactive,inactive,72
08:40:11.483,1,inactive,inactive,73
07:48:14.183,5,inactive,inactive,76
08:41:57.359,5,inactive,inactive,76
07:44:22.642,0,inactive,inactive,71
15:30:59.591,6,inactive,inactive,73
15:09:28.056,2,inactive,inactive,71
15:04:24.963,3,inactive,inactive,75
07:55:46.995,0,inactive,inactive,72
21:48:22.898,5,inactive,inactive,76
04:50:58.367,0,inactive,inactive,70
00:28:44.874,2,inactive,inactive,70
02:36:10.555,2,inactive,inactive,75
05:31:13.078,5,inactive,active,72
13:37:29.171,5,inactive,inactive,69
04:03:41.201,3,inactive,inactive,76
17:08:5.346,3,inactive,inactive,73
13:07:4.685,5,inactive,inactive,70
22:33:5.522,2,inactive,inactive,72
12:36:29.52,1,inactive,inactive,71
00:32:10.542,5,inactive,inactive,73
07:16:50.347,5,inactive,inactive,80
06:53:52.549,1,inactive,inactive,74
05:46:58.126,3,inactive,inactive,73
23:12:14.178,6,inactive,inactive,69
23:39:17.935,2,inactive,inactive,69
19:32:25.872,4,inactive,inactive,72
11:36:25.188,4,inactive,inactive,73
05:58:34.424,5,inactive,inactive,75
03:01:34.82,0,inactive,inactive,74
05:46:36.646,3,inactive,inactive,73
01:37:46.955,3,inactive,inactive,76
22:56:53.449,2,inactive,inactive,73
07:41:5.486,4,inactive,inactive,74
17:56:5.071,0,inactive,inactive,74
13:04:40.212,0,inactive,active,71
07:53:28.514,1,inactive,inactive,72
23:03:37.2,0,inactive,inactive,73
09:03:9.912,5,inactive,inactive,76
21:10:35.401,4,inactive,inactive,74
19:48:11.172,2,inactive,inactive,70
22:49:2.21,4,inactive,inactive,73
21:56:15.937,2,inactive,inactive,73
06:26:4.775,1,inactive,inactive,73
15:54:37.181,1,inactive,active,77
03:25:16.916,0,inactive,active,72
23:51:7.914,2,inactive,inactive,76
19:46:54.151,6,active,active,70
08:52:15.671,4,inactive,inactive,78
03:27:18.563,0,inactive,inactive,75
00:27:59.679,2,inactive,inactive,77
23:52:29.186,1,inactive,inactive,67
12:27:23.228,3,inactive,inactive,70
22:57:30.131,2,inactive,inactive,70
23:17:43.373,1,active,active,70
22:00:14.852,1,inactive,inactive,70
05:42:45.617,6,inactive,inactive,68
19:28:32.308,0,inactive,inactive,75
13:12:36.079,6,active,inactive,73
17:29:7.285,0,inactive,inactive,78
17:11:30.376,6,inactive,active,72
12:13:58.814,3,inactive,inactive,74
05:00:12.341,6,inactive,inactive,74
21:20:1.217,4,inactive,inactive,77
15:07:20.23,4,inactive,inactive,79
14:23:41.656,4,inactive,active,67
21:19:58.109,0,inactive,inactive,76
02:02:48.485,0,inactive,inactive,74
09:56:29.481,4,inactive,inactive,69
07:33:5.838,1,active,active,72
21:14:41.274,0,inactive,inactive,70
19:14:33.526,5,inactive,inactive,73
16:42:22.829,4,inactive,inactive,69
06:51:56.477,1,inactive,inactive,75
23:11:23.574,3,inactive,inactive,73
23:42:19.638,3,inactive,inactive,70
16:46:34.136,1,inactive,inactive,72
22:52:1.909,3,inactive,inactive,69
02:11:42.119,0,inactive,inactive,69
08:09:1.143,5,active,inactive,79
22:30:42.073,6,inactive,inactive,72
15:33:10.111,0,inactive,active,74
13:35:25.126,0,inactive,inactive,66
01:15:29.281,6,active,active,70
21:40:11.454,5,inactive,inactive,77
03:26:27.38,1,inactive,inactive,75
02:10:57.644,0,inactive,inactive,68
16:27:0.268,4,inactive,inactive,70
14:02:39.135,5,inactive,inactive,77
02:15:44.545,4,active,active,73
14:16:7.647,0,inactive,inactive,73
06:48:59.256,0,active,active,73
18:04:29.573,3,inactive,inactive,69
19:41:36.137,2,inactive,inactive,78
06:56:37.002,0,inactive,inactive,71
06:28:49.591,6,inactive,active,73
02:20:23.133,1,inactive,inactive,79
09:08:45.696,6,inactive,inactive,75
09:08:49.486,4,inactive,inactive,77
07:04:19.156,0,inactive,inactive,72
13:42:49.632,4,inactive,inactive,74
12:17:19.662,3,inactive,inactive,72
21:07:52.622,1,inactive,inactive,73
05:32:47.485,3,inactive,inactive,76
10:24:40.655,3,inactive,inactive,77
23:47:56.42,6,inactive,inactive,75
09:33:21.591,0,inactive,inactive,76
14:20:45.291,3,inactive,inactive,75
22:51:45.295,3,inactive,inactive,72
05:43:3.658,1,active,inactive,70
07:36:2.555,3,inactive,inactive,72
03:18:21.841,1,inactive,inactive,73
17:08:3.926,6,active,active,74
03:57:18.257,4,inactive,inactive,69
